player,position,xT_total,actions,apps,xT_perAction,minutes,goals,xg,np_goals,np_xg,assists,xa,shots,key_passes,yellow_cards,red_cards,xg_chain,xg_buildup,team,league,league_id,season,season_id,team_id,player_id,matches
Shane Long,,3.028628089999993,74,31,0.04092740662162153,,,,,,,,,,,,,,,,,2324,,,,
Alexander Isak,F S,6.095860549999987,149,30,0.040911815771811993,2305.0,21.0,22.07426631450653,16.0,17.507253035902977,2.0,3.652040131390095,78.0,27.0,1.0,0.0,24.041151970624924,5.754798140376806,Newcastle,ENG-Premier League,1.0,2324,2023.0,86.0,5232.0,30.0
Dominic Calvert-Lewin,F S,3.954076169999991,99,32,0.039940163333333244,2234.0,7.0,13.627293583005669,5.0,12.104955926537514,2.0,3.068425781559199,73.0,19.0,2.0,0.0,11.614983171224594,1.8352613244205715,Everton,ENG-Premier League,1.0,2324,2023.0,72.0,5555.0,32.0
Dominic Solanke,F S,9.428057759999977,243,53,0.038798591604938176,3346.0,19.0,21.40683087334037,17.0,19.12332433462143,3.0,3.5437498800456524,109.0,39.0,3.0,0.0,22.5880119279027,4.080137750133872,Bournemouth,ENG-Premier League,1.0,2324,2023.0,73.0,1679.0,38.0
Raheem Sterling,F M S,8.541694829999976,225,31,0.037963088133333225,1987.0,8.0,8.573790527880192,8.0,8.573790527880192,4.0,4.971372967585921,51.0,30.0,7.0,0.0,19.289956534281373,8.898095147684216,Chelsea,ENG-Premier League,1.0,2324,2023.0,80.0,618.0,31.0
Alejandro Garnacho,M S,8.497083539999972,225,36,0.03776481573333321,2601.0,7.0,9.865097627043724,7.0,9.865097627043724,4.0,5.915270071476698,100.0,46.0,4.0,0.0,18.36983707919717,5.970016654580832,Manchester United,ENG-Premier League,1.0,2324,2023.0,89.0,10552.0,36.0
Callum Wilson,F S,4.819621629999986,128,51,0.03765329398437489,963.0,9.0,10.12450959533453,7.0,8.602172024548054,1.0,0.9339367430657148,35.0,8.0,3.0,0.0,10.547705547884108,1.8611295819282527,Newcastle,ENG-Premier League,1.0,2324,2023.0,86.0,468.0,20.0
Moussa Diaby,F M S,6.823951759999985,182,38,0.03749424043956036,2233.0,6.0,6.457844961434603,6.0,6.457844961434603,8.0,8.6211255826056,54.0,46.0,1.0,0.0,17.952719137072563,6.211081475019455,Aston Villa,ENG-Premier League,1.0,2324,2023.0,71.0,6556.0,38.0
Andre Gray,,2.6872835699999933,72,36,0.03732338291666657,,,,,,,,,,,,,,,,,2324,,,,
Diogo Jota,F S,4.21297896999999,115,21,0.03663459973913035,1164.0,10.0,6.724682793021202,10.0,6.724682793021202,3.0,3.19649357162416,41.0,23.0,1.0,1.0,12.289753511548042,5.313873592764139,Liverpool,ENG-Premier League,1.0,2324,2023.0,87.0,6854.0,21.0
Jermain Defoe,,2.994541639999994,82,24,0.0365188004878048,,,,,,,,,,,,,,,,,2324,,,,
Patrick Bamford,,2.3687244999999946,66,23,0.03588976515151507,,,,,,,,,,,,,,,,,2324,,,,
Brennan Johnson,F M S,9.231484309999978,261,45,0.03536967168582367,2350.0,5.0,12.170278270728886,5.0,12.170278270728886,10.0,7.638319082558155,53.0,46.0,3.0,0.0,21.61685962975025,3.084777120500803,Nottingham Forest,ENG-Premier League,1.0,2324,2023.0,249.0,10760.0,35.0
Justin Kluivert,M S,5.335732899999984,154,32,0.03464761623376613,2029.0,7.0,7.296913180500269,7.0,7.296913180500269,1.0,1.6692864689975977,56.0,21.0,5.0,0.0,11.757105719298124,4.571535241790116,Bournemouth,ENG-Premier League,1.0,2324,2023.0,73.0,6963.0,32.0
Leon Bailey,F M S,8.807727779999977,257,35,0.03427131431906606,2112.0,10.0,6.4655649326741695,10.0,6.4655649326741695,9.0,10.29915790259838,53.0,51.0,5.0,0.0,17.98974223807454,6.671372391283512,Aston Villa,ENG-Premier League,1.0,2324,2023.0,71.0,5221.0,35.0
Bryan Mbeumo,F S,6.986016149999982,209,25,0.033425914593301354,1954.0,9.0,9.158370908349752,6.0,6.874864336103201,6.0,5.14017678797245,53.0,32.0,2.0,0.0,15.155989956110716,6.123919734731317,Brentford,ENG-Premier League,1.0,2324,2023.0,244.0,6552.0,25.0
Gabriel Jesus,F S,4.696712019999987,141,26,0.03331001432624105,1496.0,4.0,7.291733928024769,4.0,7.291733928024769,5.0,4.235467437654734,55.0,28.0,6.0,0.0,15.054804097861052,5.210432682186365,Arsenal,ENG-Premier League,1.0,2324,2023.0,83.0,5543.0,27.0
Mohamed Salah,F S,10.918009579999971,335,32,0.032591073373134244,2556.0,18.0,21.94127439334989,13.0,16.613166783005,10.0,12.332044444978235,114.0,66.0,2.0,0.0,31.87509580329061,8.363566914573312,Liverpool,ENG-Premier League,1.0,2324,2023.0,87.0,1250.0,32.0
Gabriel Martinelli,F S,8.173026829999975,253,35,0.032304453873517686,2056.0,6.0,7.119670176878572,6.0,7.119670176878572,4.0,5.322934284806252,58.0,46.0,1.0,0.0,16.80896869674325,6.638341135345399,Arsenal,ENG-Premier League,1.0,2324,2023.0,83.0,7752.0,35.0
Marcus Rashford,F M S,7.017270479999979,220,32,0.031896683999999904,2292.0,7.0,7.661536030471325,5.0,6.13919834792614,2.0,2.390108224004507,62.0,24.0,2.0,0.0,12.686340739950538,4.950286580249667,Manchester United,ENG-Premier League,1.0,2324,2023.0,89.0,556.0,33.0
Chiedozie Ogbene,D F M S,10.47985285999997,330,30,0.03175712987878779,1984.0,4.0,4.80650751106441,4.0,4.80650751106441,1.0,3.4691168274730444,35.0,27.0,1.0,0.0,10.154046710580587,3.82931049913168,Luton,ENG-Premier League,1.0,2324,2023.0,256.0,11719.0,30.0
Hwang Hee-Chan,,3.946057199999989,125,29,0.03156845759999991,,,,,,,,,,,,,,,,,2324,,,,
Nicolas Jackson,F M S,6.512620329999981,208,35,0.03131067466346145,2818.0,14.0,19.860593939200044,14.0,19.860593939200044,5.0,5.2836981769651175,80.0,36.0,10.0,0.0,27.91725537180901,7.270463835448027,Chelsea,ENG-Premier League,1.0,2324,2023.0,80.0,10048.0,35.0
Mohammed Kudus,F M S,7.6437141499999735,245,33,0.031198833265306015,2490.0,8.0,5.177267018705607,8.0,5.177267018705607,6.0,3.5089522134512663,66.0,28.0,6.0,0.0,11.516938520595431,4.337017804384232,West Ham,ENG-Premier League,1.0,2324,2023.0,81.0,12027.0,33.0
Harvey Barnes,F M S,10.214032349999972,328,54,0.031140342530487718,738.0,5.0,3.467865003272891,5.0,3.467865003272891,3.0,4.21071451343596,27.0,13.0,3.0,0.0,9.07958210259676,2.550239199772477,Newcastle,ENG-Premier League,1.0,2324,2023.0,86.0,6681.0,21.0
Anthony Elanga,F M S,8.920708889999974,287,36,0.031082609372822208,2430.0,5.0,6.7731207851320505,5.0,6.7731207851320505,9.0,7.090984374284744,54.0,33.0,1.0,0.0,17.626320507377386,5.61586544662714,Nottingham Forest,ENG-Premier League,1.0,2324,2023.0,249.0,9524.0,36.0
Wilson Odobert,F M S,7.602497979999975,246,29,0.030904463333333233,2150.0,3.0,2.5438556540757418,3.0,2.5438556540757418,2.0,4.427815416827798,49.0,31.0,3.0,0.0,10.004786113277078,4.203309727832675,Burnley,ENG-Premier League,1.0,2324,2023.0,92.0,10822.0,29.0
Richarlison,F M S,5.586115069999984,182,40,0.030692939945054856,1511.0,11.0,9.619059151038527,11.0,9.619059151038527,4.0,1.9676255472004411,61.0,15.0,3.0,0.0,12.735109627246857,2.2886698860675097,Tottenham,ENG-Premier League,1.0,2324,2023.0,82.0,6026.0,28.0
Keane Lewis-Potter,D F S,3.6404807899999905,121,29,0.030086618099173474,1432.0,3.0,8.581757307052612,3.0,8.581757307052612,1.0,1.6146608591079712,43.0,13.0,0.0,0.0,9.344955435022712,1.25881989300251,Brentford,ENG-Premier League,1.0,2324,2023.0,244.0,10809.0,30.0
Simon Adingra,D F M S,6.912748499999977,231,31,0.029925318181818084,2256.0,6.0,5.096701676025987,6.0,5.096701676025987,1.0,3.30205356515944,52.0,33.0,3.0,0.0,13.104233894497156,6.308099476620555,Brighton,ENG-Premier League,1.0,2324,2023.0,220.0,11710.0,31.0
Rodrigo Muniz,F S,2.153023099999996,72,23,0.029903098611111054,1602.0,9.0,8.481916300952435,9.0,8.481916300952435,1.0,1.3883774541318417,72.0,16.0,1.0,0.0,9.755544383078814,2.1016076635569334,Fulham,ENG-Premier League,1.0,2324,2023.0,228.0,10717.0,26.0
Mykhailo Mudryk,F M S,5.680054059999982,190,30,0.029895021368420958,1563.0,5.0,5.111277528107166,5.0,5.111277528107166,2.0,3.8853818774223328,35.0,32.0,5.0,0.0,10.99068268481642,4.357236756011844,Chelsea,ENG-Premier League,1.0,2324,2023.0,80.0,11305.0,31.0
Bukayo Saka,F,13.19256284999996,444,35,0.029712979391891804,2990.0,16.0,16.807056225836277,10.0,12.240043208003044,8.0,11.325986489653587,107.0,89.0,4.0,0.0,30.35759701579809,13.228619534522297,Arsenal,ENG-Premier League,1.0,2324,2023.0,83.0,7322.0,35.0
Antoine Semenyo,M S,7.406437389999976,250,35,0.029625749559999904,2141.0,8.0,6.423830641433597,8.0,6.423830641433597,2.0,3.799709178507328,70.0,29.0,7.0,0.0,15.41077795997262,5.712709335610271,Bournemouth,ENG-Premier League,1.0,2324,2023.0,73.0,11363.0,33.0
Pedro Neto,F M S,5.878607729999979,200,20,0.029393038649999897,1524.0,2.0,3.287029344588518,2.0,3.287029344588518,9.0,5.216042526066303,36.0,37.0,4.0,0.0,8.703318819403648,2.2079212702810764,Wolves,ENG-Premier League,1.0,2324,2023.0,229.0,6382.0,20.0
Luis Sinisterra,M S,6.039516279999982,208,27,0.029036135961538374,670.0,2.0,2.296443399041891,2.0,2.296443399041891,2.0,2.3218660429120064,27.0,19.0,0.0,0.0,4.859211741015315,2.420190142467618,Bournemouth,ENG-Premier League,1.0,2324,2023.0,73.0,10866.0,20.0
Son Heung-Min,F M S,10.42106983999997,361,35,0.028867229473684124,2989.0,17.0,12.978620901703836,15.0,11.45628322660923,10.0,13.341020658612251,85.0,69.0,1.0,0.0,30.115575216710567,10.445971379056571,Tottenham,ENG-Premier League,1.0,2324,2023.0,82.0,453.0,35.0
Joao Pedro,F M S,9.169157949999976,318,40,0.028833830031446465,2026.0,9.0,11.918903339654207,5.0,8.113133335486054,3.0,5.4223863165825605,75.0,37.0,2.0,0.0,17.548418318852782,7.590120053850114,Brighton,ENG-Premier League,1.0,2324,2023.0,220.0,8272.0,31.0
Jarrod Bowen,F M,5.605550229999982,198,36,0.028310859747474656,3026.0,16.0,13.498636420816185,16.0,13.498636420816185,6.0,6.437707958742976,85.0,32.0,2.0,0.0,17.76942592486739,2.457054629921913,West Ham,ENG-Premier League,1.0,2324,2023.0,81.0,1776.0,34.0
Jean-Philippe Mateta,F S,2.6831018299999907,96,35,0.027948977395833238,2303.0,16.0,12.290523625910282,14.0,10.768185935914516,5.0,3.52706278860569,46.0,32.0,3.0,0.0,15.486321330070496,2.852151058614254,Crystal Palace,ENG-Premier League,1.0,2324,2023.0,78.0,5735.0,35.0
Joshua King,,8.388364879999969,304,51,0.027593305526315687,,,,,,,,,,,,,,,,,2324,,,,
Dejan Kulusevski,F M S,11.631965209999965,425,36,0.02736932990588227,2787.0,8.0,5.835474932566285,8.0,5.835474932566285,3.0,8.615606566891074,57.0,65.0,7.0,0.0,23.71713701635599,12.507268408313394,Tottenham,ENG-Premier League,1.0,2324,2023.0,82.0,6691.0,36.0
Eberechi Eze,F M S,6.878811159999981,252,26,0.027296869682539606,2097.0,11.0,9.37310928851366,10.0,8.611940443515778,4.0,6.844833366572857,83.0,54.0,3.0,0.0,16.38165108114481,6.3479389026761055,Crystal Palace,ENG-Premier League,1.0,2324,2023.0,78.0,8706.0,27.0
Nathan Redmond,S,16.17037957999995,604,69,0.026772151622516473,100.0,0.0,0.0,0.0,0.0,0.0,0.2518436722457409,0.0,4.0,1.0,0.0,0.9050039984285831,0.8224344961345196,Burnley,ENG-Premier League,1.0,2324,2023.0,92.0,790.0,12.0
Noni Madueke,M S,4.645588119999983,174,22,0.02669878229885048,1066.0,5.0,3.003602419048548,4.0,2.242433581501245,2.0,2.160680465400219,32.0,20.0,2.0,0.0,7.7808678727597,4.740718839690089,Chelsea,ENG-Premier League,1.0,2324,2023.0,80.0,11357.0,23.0
Anthony Gordon,F M S,9.377248969999966,357,35,0.026266803837534918,2956.0,11.0,11.293779235333204,10.0,10.53261036798358,10.0,8.833045985549688,81.0,56.0,10.0,1.0,26.570194900035855,11.442161984741688,Newcastle,ENG-Premier League,1.0,2324,2023.0,86.0,8150.0,35.0
Jacob Murphy,D F M S,4.560767129999988,177,20,0.02576704593220332,1216.0,3.0,2.8978680092841387,3.0,2.8978680092841387,7.0,5.225788880139589,30.0,31.0,1.0,0.0,11.551701165735722,4.93473332002759,Newcastle,ENG-Premier League,1.0,2324,2023.0,86.0,6063.0,21.0
Luis Diaz,F S,10.192606039999966,398,37,0.025609562914572778,2706.0,8.0,12.864595355466008,8.0,12.864595355466008,5.0,6.482230054214597,94.0,64.0,3.0,0.0,24.42669267952442,10.309036564081907,Liverpool,ENG-Premier League,1.0,2324,2023.0,87.0,10408.0,37.0
Armando Broja,F S,1.3024563499999946,51,27,0.025538359803921464,500.0,1.0,2.489345548674464,1.0,2.489345548674464,1.0,0.7393966801464558,13.0,4.0,0.0,0.0,4.233474781736732,1.649859182536602,Chelsea,ENG-Premier League,1.0,2324,2023.0,80.0,8384.0,21.0
Harry Wilson,F M S,6.451265849999981,253,42,0.025499074505928778,1576.0,4.0,2.819539733231068,4.0,2.819539733231068,6.0,3.1505596097558737,39.0,22.0,6.0,0.0,7.545763581991196,3.50857000797987,Fulham,ENG-Premier League,1.0,2324,2023.0,228.0,5596.0,35.0
Neal Maupay,F S,2.7512720399999924,108,29,0.02547474111111104,1381.0,6.0,7.23018298856914,6.0,7.23018298856914,3.0,2.382636667229235,42.0,16.0,8.0,0.0,11.593444548547268,3.028178656473756,Brentford,ENG-Premier League,1.0,2324,2023.0,244.0,3621.0,31.0
Rasmus Hojlund,F S,2.58032553999999,103,30,0.025051704271844562,2210.0,10.0,9.338883213698864,10.0,9.338883213698864,2.0,1.779460173100233,38.0,28.0,2.0,0.0,11.463255237787962,2.9498381465673447,Manchester United,ENG-Premier League,1.0,2324,2023.0,89.0,11055.0,30.0
Callum Hudson-Odoi,F M S,6.432012549999974,257,29,0.025027286186770328,1844.0,8.0,3.01959465444088,8.0,3.01959465444088,1.0,3.0873287972062826,38.0,36.0,0.0,0.0,12.357455093413591,6.948451370000839,Nottingham Forest,ENG-Premier League,1.0,2324,2023.0,249.0,6456.0,29.0
Taiwo Awoniyi,F S,1.5263198399999944,61,23,0.025021636721311385,1066.0,6.0,5.060870740562677,6.0,5.060870740562677,3.0,1.6294344998896122,22.0,10.0,2.0,0.0,6.060688458383083,1.5500111253932118,Nottingham Forest,ENG-Premier League,1.0,2324,2023.0,249.0,7814.0,20.0
Willian,F M S,14.991014399999955,603,40,0.024860720398009874,2080.0,4.0,5.017656198702753,2.0,3.495318523608148,2.0,4.14518438372761,45.0,45.0,1.0,0.0,13.592191327363253,9.297335214912891,Fulham,ENG-Premier League,1.0,2324,2023.0,228.0,700.0,31.0
Lyle Foster,F M S,4.1513677399999835,167,24,0.024858489461077746,1938.0,5.0,5.608147136867046,5.0,5.608147136867046,3.0,1.4990256652235985,34.0,19.0,0.0,1.0,8.676230592653155,2.611631980165839,Burnley,ENG-Premier League,1.0,2324,2023.0,92.0,7498.0,24.0
Odsonne Edouard,F M S,2.6079078699999907,107,27,0.024372970747663463,1534.0,7.0,7.869511350989342,7.0,7.869511350989342,0.0,1.0359194399788976,51.0,18.0,4.0,0.0,8.31682275235653,2.1359799914062023,Crystal Palace,ENG-Premier League,1.0,2324,2023.0,78.0,3697.0,30.0
Kelechi Iheanacho,,2.7458900299999898,113,30,0.024299911769911413,,,,,,,,,,,,,,,,,2324,,,,
Andros Townsend,F M S,4.763926639999987,201,25,0.02370112756218899,1211.0,1.0,1.4216714538633823,1.0,1.4216714538633823,3.0,1.456837410107255,20.0,18.0,1.0,0.0,2.8022335171699524,1.2012790031731129,Luton,ENG-Premier League,1.0,2324,2023.0,256.0,775.0,27.0
Marcus Tavernier,F M S,10.913571849999963,461,38,0.023673691648589942,2163.0,3.0,4.385046798735857,3.0,4.385046798735857,4.0,6.264871651306748,53.0,44.0,3.0,0.0,14.908875443041325,7.105101251974702,Bournemouth,ENG-Premier League,1.0,2324,2023.0,73.0,10741.0,30.0
Yoane Wissa,F S,3.523584979999987,149,34,0.02364822134228179,2556.0,12.0,11.16999962553382,12.0,11.16999962553382,3.0,3.828521143645048,67.0,29.0,7.0,0.0,16.368419870734215,4.587590790353715,Brentford,ENG-Premier League,1.0,2324,2023.0,244.0,5786.0,34.0
Danny Ings,F M S,2.174333789999993,92,29,0.02363406293478253,342.0,1.0,1.2228488996624949,1.0,1.2228488996624949,0.0,0.3788724727928638,12.0,5.0,1.0,0.0,1.6572822146117687,0.3996972218155861,West Ham,ENG-Premier League,1.0,2324,2023.0,81.0,986.0,20.0
Dango Ouattara,D F M S,6.5279003899999815,277,31,0.023566427400721953,1200.0,1.0,2.8214692445471883,1.0,2.8214692445471883,2.0,1.69136568531394,30.0,17.0,3.0,0.0,5.184925131499767,3.1382908783853054,Bournemouth,ENG-Premier League,1.0,2324,2023.0,73.0,9662.0,30.0
Jordan Ayew,F M S,7.376674659999968,315,56,0.02341801479365069,2563.0,4.0,4.262499047443271,4.0,4.262499047443271,7.0,4.95881259907037,48.0,25.0,7.0,1.0,10.702397212386131,5.5203778790310025,Crystal Palace,ENG-Premier League,1.0,2324,2023.0,78.0,672.0,35.0
Leandro Trossard,F M S,4.930573349999984,212,33,0.023257421462264078,1649.0,12.0,9.575767548754811,12.0,9.575767548754811,1.0,3.252073733136058,60.0,24.0,2.0,0.0,16.976479506120086,5.5028668232262135,Arsenal,ENG-Premier League,1.0,2324,2023.0,83.0,7698.0,34.0
Cody Gakpo,F M S,4.462227969999986,192,35,0.02324077067708326,1640.0,8.0,8.769219513982534,8.0,8.769219513982534,5.0,4.2288118079304695,66.0,25.0,1.0,0.0,17.55027423426509,6.47403072565794,Liverpool,ENG-Premier League,1.0,2324,2023.0,87.0,11296.0,35.0
Jack Harrison,M S,11.908071069999961,514,58,0.02316745344357969,2229.0,3.0,4.149862082675099,3.0,4.149862082675099,3.0,4.3471535332500935,34.0,27.0,1.0,0.0,8.462419219315052,2.3600274678319693,Everton,ENG-Premier League,1.0,2324,2023.0,72.0,8720.0,29.0
Dwight McNeil,D M S,14.115792589999955,611,61,0.023102770196399273,2914.0,3.0,3.64070400595665,3.0,3.64070400595665,6.0,10.325187070295216,57.0,69.0,2.0,0.0,14.694117410108449,5.355050271376967,Everton,ENG-Premier League,1.0,2324,2023.0,72.0,6756.0,35.0
Demarai Gray,,5.0024186799999795,217,42,0.023052620645161195,,,,,,,,,,,,,,,,,2324,,,,
James McAtee,F M S,4.126093579999983,179,29,0.023050802122904935,1848.0,3.0,3.202349577099085,2.0,2.4411807619035244,3.0,3.065165574662388,26.0,28.0,2.0,0.0,7.374102478846908,2.796986948233098,Manchester City,ENG-Premier League,1.0,2324,2023.0,88.0,10126.0,31.0
Dusan Tadic,,8.009129519999972,355,31,0.022560928225352033,,,,,,,,,,,,,,,,,2324,,,,
Matheus Cunha,F M S,6.1326814799999765,273,32,0.02246403472527464,2499.0,12.0,10.229120277799666,11.0,9.467951440252364,7.0,3.920058634132147,73.0,28.0,8.0,0.0,12.98503801226616,2.336798165924847,Wolves,ENG-Premier League,1.0,2324,2023.0,229.0,7080.0,32.0
Che Adams,,2.330937129999992,104,27,0.022412857019230695,,,,,,,,,,,,,,,,,2324,,,,
Johann Gudmundsson,,9.596784199999972,433,64,0.022163473903002245,,,,,,,,,,,,,,,,,2324,,,,
Sofiane Boufal,,3.2517341099999886,147,20,0.022120640204081554,,,,,,,,,,,,,,,,,2324,,,,
Ashley Barnes,,3.3751069399999882,154,43,0.021916278831168756,,,,,,,,,,,,,,,,,2324,,,,
Jordon Ibe,,2.782887669999987,129,23,0.021572772635658814,,,,,,,,,,,,,,,,,2324,,,,
Nicolo Zaniolo,F M S,1.7742703099999926,83,23,0.021376750722891476,820.0,2.0,3.7046729400753975,2.0,3.7046729400753975,0.0,0.6395295020192862,27.0,10.0,7.0,0.0,5.261115295812488,1.7181058693677187,Aston Villa,ENG-Premier League,1.0,2324,2023.0,71.0,6686.0,25.0
Jacob Bruun Larsen,F M S,3.451480259999985,162,30,0.02130543370370361,1272.0,6.0,5.2944221664220095,5.0,4.533253343775868,0.0,1.4546170141547918,44.0,25.0,1.0,0.0,7.313723993487656,2.519299939274788,Burnley,ENG-Premier League,1.0,2324,2023.0,92.0,5355.0,32.0
Jeffrey Schlupp,F M S,2.4292487499999917,116,27,0.020941799568965445,1370.0,2.0,1.8823988568037748,2.0,1.8823988568037748,2.0,2.1711694821715355,19.0,18.0,1.0,0.0,6.629315219819546,2.9410562105476856,Crystal Palace,ENG-Premier League,1.0,2324,2023.0,78.0,757.0,29.0
Phil Foden,F M S,10.992089579999963,525,35,0.020937313485714214,2895.0,19.0,11.307983005419374,19.0,11.307983005419374,8.0,8.51623285189271,105.0,73.0,2.0,0.0,30.41696721315384,16.99899828247726,Manchester City,ENG-Premier League,1.0,2324,2023.0,88.0,6055.0,35.0
Oliver McBurnie,F S,4.137534009999986,198,33,0.020896636414141346,1290.0,6.0,7.429724760353565,4.0,5.907387010753155,3.0,2.1915900241583586,33.0,12.0,3.0,2.0,6.99262013938278,2.891832641325891,Sheffield United,ENG-Premier League,1.0,2324,2023.0,238.0,1736.0,21.0
Antony,M S,4.136763789999985,198,27,0.020892746414141336,1329.0,1.0,3.493122511543333,1.0,3.493122511543333,1.0,3.495804164558649,43.0,22.0,5.0,0.0,11.48103859461844,6.454792508855462,Manchester United,ENG-Premier League,1.0,2324,2023.0,89.0,11094.0,29.0
Tahith Chong,D F M S,4.737744249999983,227,31,0.020871120044052786,1978.0,4.0,3.5191842010244727,4.0,3.5191842010244727,0.0,0.43756147287786,30.0,9.0,4.0,0.0,5.8977455431595445,3.575332073494792,Luton,ENG-Premier League,1.0,2324,2023.0,256.0,7439.0,33.0
Rodrigo,,3.162244229999989,152,24,0.020804238355263086,,,,,,,,,,,,,,,,,2324,,,,
Julian Alvarez,F M S,6.429267639999975,315,35,0.02041037346031738,2682.0,11.0,14.373571239411833,9.0,12.851233504712582,8.0,5.823111834935844,98.0,66.0,2.0,0.0,27.162230297923088,13.089299127459526,Manchester City,ENG-Premier League,1.0,2324,2023.0,88.0,10846.0,36.0
Riyad Mahrez,,8.197275059999965,408,30,0.020091360441176386,,,,,,,,,,,,,,,,,2324,,,,
Marc Albrighton,,10.663457709999962,536,52,0.019894510652985004,,,,,,,,,,,,,,,,,2324,,,,
Mame Diouf,,2.4063126399999915,121,26,0.01988688132231398,,,,,,,,,,,,,,,,,2324,,,,
Ryan Fraser,,7.926387079999972,399,38,0.019865631779448552,,,,,,,,,,,,,,,,,2324,,,,
Marc Pugh,,3.552324159999985,181,22,0.01962610033149163,,,,,,,,,,,,,,,,,2324,,,,
Mohamed Elyounoussi,,2.7599351399999903,141,24,0.019574008085106315,,,,,,,,,,,,,,,,,2324,,,,
Carlton Morris,F M S,4.031090469999983,206,37,0.019568400339805742,2879.0,11.0,12.306741118431091,6.0,8.500896904617548,4.0,3.691950936801732,72.0,22.0,4.0,0.0,12.545526312664151,5.202579701319337,Luton,ENG-Premier League,1.0,2324,2023.0,256.0,11717.0,38.0
Issa Kabore,D S,6.335958939999981,325,24,0.019495258276923017,1748.0,0.0,0.3038460947573185,0.0,0.3038460947573185,2.0,3.148332368582487,6.0,16.0,7.0,0.0,6.17993501201272,3.283387303352356,Luton,ENG-Premier League,1.0,2324,2023.0,256.0,9619.0,24.0
Raul Jimenez,F S,1.7921212099999937,92,24,0.01947957836956515,1423.0,7.0,5.9900733437389135,7.0,5.9900733437389135,0.0,1.6923745833337307,41.0,11.0,3.0,1.0,7.9016893692314625,1.7369755171239376,Fulham,ENG-Premier League,1.0,2324,2023.0,228.0,4105.0,24.0
David Brooks,M S,3.9124794899999866,201,26,0.01946507208955217,241.0,1.0,2.203701872378588,1.0,2.203701872378588,1.0,0.9074392039328814,13.0,8.0,1.0,0.0,3.8162245713174334,0.9324527494609356,Bournemouth,ENG-Premier League,1.0,2324,2023.0,73.0,6820.0,13.0
Chris Wood,F S,5.134504159999981,267,65,0.01923035265917596,1797.0,14.0,13.364272002130749,14.0,13.364272002130749,1.0,1.987032251432538,48.0,22.0,0.0,0.0,15.345352198928596,0.9163662036880852,Nottingham Forest,ENG-Premier League,1.0,2324,2023.0,249.0,4456.0,31.0
