player,position,xT_total,actions,apps,xT_perAction,minutes,goals,xg,np_goals,np_xg,assists,xa,shots,key_passes,yellow_cards,red_cards,xg_chain,xg_buildup,team,league,league_id,season,season_id,team_id,player_id,matches
Xherdan Shaqiri,,5.357011449999979,280,26,0.019132183749999924,,,,,,,,,,,,,,,,,2324,,,,
Aaron Lennon,,1.9811560899999914,104,21,0.019049577788461454,,,,,,,,,,,,,,,,,2324,,,,
Troy Deeney,,5.1030121299999855,268,38,0.019041090037313378,,,,,,,,,,,,,,,,,2324,,,,
Jean-Ricner Bellegarde,D F M S,1.5165503099999933,80,21,0.018956878874999916,938.0,2.0,1.361364832147956,2.0,1.361364832147956,1.0,0.9551639519631864,15.0,12.0,0.0,1.0,3.1770667880773544,1.5232742801308632,Wolves,ENG-Premier League,1.0,2324,2023.0,229.0,7762.0,22.0
Kai Havertz,F M S,6.161958599999977,331,37,0.018616189123867,2651.0,13.0,13.465729914605618,12.0,12.704561084508896,7.0,5.814370539039373,69.0,45.0,11.0,0.0,24.790123470127583,9.346141943708062,Arsenal,ENG-Premier League,1.0,2324,2023.0,83.0,5220.0,37.0
Zeki Amdouni,F M S,3.634666699999982,196,32,0.018544217857142765,2025.0,5.0,6.100483123213053,4.0,5.339314285665751,1.0,1.494755046442151,49.0,16.0,2.0,0.0,7.888359908014536,2.6891510486602783,Burnley,ENG-Premier League,1.0,2324,2023.0,92.0,11701.0,34.0
Bobby De Cordova-Reid,,6.666826489999974,369,57,0.01806728046070454,,,,,,,,,,,,,,,,,2324,,,,
Cole Palmer,F M S,10.178288339999964,568,34,0.01791952172535205,2640.0,22.0,17.83224501274526,13.0,10.981725485995412,11.0,11.869294486939909,108.0,72.0,7.0,0.0,31.036520244553685,15.302413104102015,Chelsea,ENG-Premier League,1.0,2324,2023.0,80.0,8497.0,34.0
Danny Welbeck,F M S,2.151742609999992,121,27,0.017782996776859437,1723.0,5.0,6.242080001160502,5.0,6.242080001160502,1.0,2.18816620670259,40.0,22.0,4.0,0.0,13.546813283115624,7.474573427811265,Brighton,ENG-Premier League,1.0,2324,2023.0,220.0,501.0,29.0
Martin Odegaard,M,15.186948819999941,863,35,0.017597854947856248,3117.0,8.0,7.670226177200675,6.0,6.147925289347768,10.0,11.577396512031555,77.0,102.0,2.0,0.0,29.81505699455738,18.13802364096045,Arsenal,ENG-Premier League,1.0,2324,2023.0,83.0,2517.0,35.0
Frank Onyeka,M S,2.1952076399999916,125,23,0.017561661119999933,1124.0,1.0,2.0069142188876867,1.0,2.0069142188876867,2.0,1.8476180955767632,22.0,12.0,8.0,0.0,6.113463159650564,2.3846182618290186,Brentford,ENG-Premier League,1.0,2324,2023.0,244.0,9681.0,26.0
Lys Mousset,,0.8010969499999973,47,21,0.01704461595744675,,,,,,,,,,,,,,,,,2324,,,,
Alex Iwobi,M S,10.109198699999961,595,32,0.016990249915966323,2398.0,5.0,5.662265548482537,5.0,5.662265548482537,2.0,4.8107705460861325,55.0,52.0,2.0,0.0,16.545354936271906,8.541501207277179,Everton,ENG-Premier League,1.0,2324,2023.0,72.0,500.0,32.0
Pablo Sarabia,F M S,5.455759469999981,322,30,0.01694335239130429,1763.0,4.0,5.981299871578813,2.0,4.458962256088853,7.0,6.066077848896384,46.0,52.0,5.0,0.0,10.232647370547056,3.582952373661101,Wolves,ENG-Premier League,1.0,2324,2023.0,229.0,2199.0,30.0
Harvey Elliott,F M S,6.239221809999978,369,34,0.016908460189701838,1268.0,3.0,2.5765033923089504,3.0,2.5765033923089504,6.0,4.262343382462859,49.0,36.0,2.0,0.0,14.047137239947917,9.563051972538233,Liverpool,ENG-Premier League,1.0,2324,2023.0,87.0,7546.0,34.0
Yehor Yarmoliuk,,1.605601109999993,95,26,0.0169010643157894,,,,,,,,,,,,,,,,,2324,,,,
Morgan Gibbs-White,F M S,11.920904079999952,716,47,0.01664930737430161,3177.0,5.0,6.069625414907932,4.0,5.308456636965275,10.0,9.522167706862092,71.0,74.0,9.0,0.0,18.27287240326405,9.268674820661545,Nottingham Forest,ENG-Premier League,1.0,2324,2023.0,249.0,6857.0,37.0
Ryan Christie,M S,11.149866319999953,673,46,0.016567409093610628,2974.0,0.0,2.0325705148279667,0.0,2.0325705148279667,5.0,6.359501954168081,43.0,53.0,6.0,0.0,14.907791091129184,9.681732330471275,Bournemouth,ENG-Premier League,1.0,2324,2023.0,73.0,10744.0,37.0
Jordan Clark,M S,3.2307265199999846,198,21,0.016316800606060528,1326.0,1.0,0.9263012297451496,1.0,0.9263012297451496,1.0,1.848531438037753,17.0,12.0,4.0,0.0,4.373950673267245,2.606989283114672,Luton,ENG-Premier League,1.0,2324,2023.0,256.0,12187.0,23.0
Evan Ferguson,F S,0.9122324499999959,56,23,0.016289865178571356,1364.0,6.0,3.9660524409264326,6.0,3.9660524409264326,0.0,0.6511713527143002,33.0,6.0,1.0,0.0,6.868808541446924,2.484281620942056,Brighton,ENG-Premier League,1.0,2324,2023.0,220.0,10177.0,27.0
Aleksandar Mitrovic,S,2.5909078099999894,160,29,0.016193173812499934,31.0,0.0,0.1909874528646469,0.0,0.1909874528646469,0.0,0.0,2.0,0.0,0.0,0.0,0.1909874528646469,0.0,Fulham,ENG-Premier League,1.0,2324,2023.0,228.0,773.0,1.0
Andreas Pereira,M S,9.780642619999961,605,45,0.016166351438016466,2756.0,3.0,5.155889482237399,3.0,5.155889482237399,7.0,6.918029231950641,52.0,83.0,7.0,0.0,15.476547078229489,7.726291726343334,Fulham,ENG-Premier League,1.0,2324,2023.0,228.0,922.0,37.0
Junior Stanislas,,4.928148689999979,305,30,0.016157864557376982,,,,,,,,,,,,,,,,,2324,,,,
Charlie Austin,,1.062415679999995,66,24,0.016097207272727197,,,,,,,,,,,,,,,,,2324,,,,
Bernardo Silva,M S,10.904522329999947,683,33,0.015965625666178547,2599.0,6.0,4.0968160554766655,6.0,4.0968160554766655,9.0,8.528519937768579,34.0,65.0,8.0,0.0,24.37213490717113,15.577253567054868,Manchester City,ENG-Premier League,1.0,2324,2023.0,88.0,3635.0,33.0
Alex Moreno,D S,2.511721279999986,159,20,0.015796989182389847,1033.0,2.0,1.4437588155269625,2.0,1.4437588155269625,0.0,1.1591111738234758,8.0,11.0,2.0,0.0,6.872497453354299,4.588940887711942,Aston Villa,ENG-Premier League,1.0,2324,2023.0,71.0,4120.0,21.0
Miguel Almiron,F S,4.279694839999979,271,32,0.015792231881918743,1967.0,3.0,5.132560992613435,3.0,5.132560992613435,1.0,3.0761873684823517,41.0,25.0,2.0,0.0,12.225016118958592,5.606135703623295,Newcastle,ENG-Premier League,1.0,2324,2023.0,86.0,7420.0,33.0
Alfie Doughty,D S,9.473881549999962,607,37,0.015607712602965342,2980.0,2.0,1.831780318170786,2.0,1.831780318170786,8.0,6.612265331670642,26.0,70.0,5.0,0.0,11.054738521575928,7.9952765721827745,Luton,ENG-Premier League,1.0,2324,2023.0,256.0,11723.0,37.0
Alex Scott,M S,3.127868869999985,201,23,0.01556153666666659,997.0,1.0,0.6420764941722155,1.0,0.6420764941722155,1.0,2.070768877863884,15.0,22.0,3.0,0.0,4.81823368743062,2.62489465624094,Bournemouth,ENG-Premier League,1.0,2324,2023.0,73.0,12149.0,23.0
Pelly Ruddock Mpanzu,M S,2.3112050099999926,149,25,0.015511443020134179,1068.0,0.0,1.2606520606204867,0.0,1.2606520606204867,0.0,0.5314477952197194,11.0,6.0,1.0,0.0,2.659800674766302,1.222071398049593,Luton,ENG-Premier League,1.0,2324,2023.0,256.0,11716.0,27.0
Facundo Buonanotte,F M S,2.17399307999999,145,26,0.014993055724137862,1408.0,3.0,2.974676702171564,3.0,2.974676702171564,1.0,2.304281622171402,21.0,19.0,7.0,0.0,6.951848786324263,3.328327503055334,Brighton,ENG-Premier League,1.0,2324,2023.0,220.0,11362.0,27.0
Sergio Reguilon,D S,4.333266829999983,292,24,0.014839954897260215,1539.0,0.0,1.177430784329772,0.0,1.177430784329772,4.0,3.6384903844445935,17.0,28.0,7.0,1.0,6.459852248430252,3.6084673702716823,Brentford,ENG-Premier League,1.0,2324,2023.0,244.0,7187.0,25.0
Jay Rodriguez,F S,1.8930576299999924,128,42,0.01478951273437494,781.0,2.0,4.621791888028383,1.0,3.860623050481081,1.0,0.1711099222302436,22.0,4.0,0.0,0.0,3.988340836018324,0.8826676225289702,Burnley,ENG-Premier League,1.0,2324,2023.0,92.0,844.0,21.0
Shinji Okazaki,,1.5365653399999921,104,29,0.014774666730769156,,,,,,,,,,,,,,,,,2324,,,,
Hugo Bueno,D M S,1.9176075099999903,130,22,0.014750826999999925,706.0,0.0,0.2772597037255764,0.0,0.2772597037255764,0.0,0.8462303951382637,5.0,5.0,1.0,0.0,2.2125213155522943,1.421666874550283,Wolves,ENG-Premier League,1.0,2324,2023.0,229.0,10140.0,22.0
Bruno Fernandes,F M,11.783808109999953,801,35,0.014711370923845134,3121.0,10.0,10.74626663699746,6.0,6.940422397106886,8.0,13.15852378681302,95.0,113.0,9.0,0.0,22.69340828806162,12.64676270633936,Manchester United,ENG-Premier League,1.0,2324,2023.0,89.0,1228.0,35.0
Gustavo Hamer,F M S,7.309867179999974,502,36,0.014561488406374449,2986.0,4.0,2.414116295985877,4.0,2.414116295985877,6.0,6.986010514199734,49.0,68.0,9.0,0.0,9.918377881404012,4.241241263225675,Sheffield United,ENG-Premier League,1.0,2324,2023.0,238.0,11839.0,36.0
Lucas Paqueta,F M,8.176502699999968,562,31,0.014548937188612044,2676.0,4.0,4.605092185549438,2.0,3.082754510454833,6.0,5.833031775429845,42.0,41.0,10.0,0.0,13.320021394640207,7.106406299397349,West Ham,ENG-Premier League,1.0,2324,2023.0,81.0,7365.0,31.0
Stuart Armstrong,,5.527152399999972,380,38,0.014545137894736769,,,,,,,,,,,,,,,,,2324,,,,
Ryan Gravenberch,M S,2.976715589999986,205,25,0.014520563853658469,1116.0,1.0,1.7132481131702662,1.0,1.7132481131702662,0.0,1.092048980295658,23.0,15.0,0.0,0.0,7.440316876396537,5.028185680508614,Liverpool,ENG-Premier League,1.0,2324,2023.0,87.0,10697.0,26.0
James Maddison,M S,17.19226782999992,1199,65,0.01433883889074222,2206.0,4.0,6.2975962068885565,4.0,6.2975962068885565,9.0,7.142374597489834,57.0,66.0,5.0,0.0,20.873470183461905,12.04095826484263,Tottenham,ENG-Premier League,1.0,2324,2023.0,82.0,6818.0,28.0
Philip Billing,M S,7.228809369999967,510,54,0.014174136019607778,1359.0,2.0,2.870723254047334,2.0,2.870723254047334,2.0,3.7171403001993895,30.0,23.0,3.0,1.0,7.183791579678655,2.8327820003032684,Bournemouth,ENG-Premier League,1.0,2324,2023.0,73.0,6034.0,29.0
John McGinn,M,7.4069467399999676,523,35,0.014162422065009499,3053.0,6.0,4.672283694148064,6.0,4.672283694148064,4.0,5.626847393810749,40.0,45.0,9.0,1.0,20.780676677823067,13.845141869038343,Aston Villa,ENG-Premier League,1.0,2324,2023.0,71.0,7723.0,35.0
Mads Roerslev,D S,3.8820437899999845,275,33,0.014116522872727216,2009.0,1.0,1.1281067915260792,1.0,1.1281067915260792,2.0,2.064798539504409,7.0,15.0,1.0,0.0,6.286723421886563,4.37823604606092,Brentford,ENG-Premier League,1.0,2324,2023.0,244.0,9685.0,34.0
George Baldock,D S,3.6207102899999866,257,23,0.014088366887159481,965.0,0.0,0.024696996435523,0.0,0.024696996435523,1.0,0.8560367710888386,1.0,7.0,4.0,0.0,1.778840757906437,1.5442426055669785,Sheffield United,ENG-Premier League,1.0,2324,2023.0,238.0,7706.0,13.0
Roberto Pereyra,,5.1152871699999745,373,31,0.013713906621983846,,,,,,,,,,,,,,,,,2324,,,,
Mathias Jensen,M S,5.273531339999978,385,32,0.013697483999999942,2294.0,3.0,0.689183003269136,3.0,0.689183003269136,3.0,4.908007476478815,14.0,41.0,5.0,0.0,11.096407827921212,9.512499671429396,Brentford,ENG-Premier League,1.0,2324,2023.0,244.0,7166.0,32.0
Kyle Walker-Peters,,5.81889883999997,429,27,0.01356386675990669,,,,,,,,,,,,,,,,,2324,,,,
Ben Chilwell,D S,7.647903769999962,574,38,0.013323874163762999,771.0,0.0,1.2212005220353603,0.0,1.2212005220353603,1.0,1.793320189230144,12.0,14.0,5.0,0.0,3.850440725684166,1.9574524844065309,Chelsea,ENG-Premier League,1.0,2324,2023.0,80.0,782.0,13.0
Sam Vokes,,1.1855589099999941,89,30,0.013320886629213418,,,,,,,,,,,,,,,,,2324,,,,
Martin Olsson,,3.8515509599999835,296,21,0.01301199648648643,,,,,,,,,,,,,,,,,2324,,,,
Adam Lallana,M S,2.1045725999999907,163,24,0.012911488343558226,875.0,0.0,0.7641588356345892,0.0,0.7641588356345892,1.0,1.4911685585975647,11.0,15.0,2.0,0.0,4.825282486155629,2.9767271457239985,Brighton,ENG-Premier League,1.0,2324,2023.0,220.0,486.0,25.0
Neco Williams,D M S,4.898320699999974,387,33,0.012657159431524482,1622.0,0.0,0.934250148013234,0.0,0.934250148013234,1.0,1.1115016266703606,15.0,11.0,4.0,0.0,4.656272342428565,3.0113450456410646,Nottingham Forest,ENG-Premier League,1.0,2324,2023.0,249.0,8204.0,26.0
Giovani Lo Celso,M S,2.640182319999987,213,22,0.012395222159624353,466.0,2.0,0.4979793429374695,2.0,0.4979793429374695,2.0,1.60302646830678,13.0,17.0,2.0,0.0,3.47848142310977,2.747926991432905,Tottenham,ENG-Premier League,1.0,2324,2023.0,82.0,5681.0,22.0
Scott Arfield,,1.435521589999992,116,20,0.012375186120689587,,,,,,,,,,,,,,,,,2324,,,,
Lucas Digne,D S,5.284098529999973,433,33,0.012203460808314026,2406.0,1.0,1.2978818826377392,1.0,1.2978818826377392,3.0,2.9300744011998177,20.0,37.0,7.0,0.0,10.579740032553673,9.227116078138351,Aston Villa,ENG-Premier League,1.0,2324,2023.0,71.0,1823.0,33.0
Joe Allen,,4.477033179999976,369,30,0.012132881246612402,,,,,,,,,,,,,,,,,2324,,,,
Jayden Bogle,D M S,5.089778119999973,422,37,0.012061085592416998,2817.0,3.0,2.602401724085212,3.0,2.602401724085212,0.0,0.7326478343456984,32.0,10.0,8.0,0.0,5.202804431319237,2.6289064050652087,Sheffield United,ENG-Premier League,1.0,2324,2023.0,238.0,9205.0,34.0
James Garner,M S,4.691674989999977,389,36,0.012060861156812281,3016.0,1.0,2.2248211354017258,1.0,2.2248211354017258,2.0,5.287607742473483,41.0,43.0,7.0,0.0,9.332132609561086,5.183267613872886,Everton,ENG-Premier League,1.0,2324,2023.0,72.0,7438.0,37.0
Malo Gusto,D S,7.0243331199999615,591,27,0.011885504433164064,1754.0,0.0,1.700457390397787,0.0,1.700457390397787,6.0,5.507309950888157,15.0,32.0,7.0,1.0,14.041902555152774,10.585735710337758,Chelsea,ENG-Premier League,1.0,2324,2023.0,80.0,9017.0,27.0
Cedric Soares,S,6.734933449999964,567,35,0.011878189506172776,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1967553291469812,0.1967553291469812,Arsenal,ENG-Premier League,1.0,2324,2023.0,83.0,847.0,3.0
Mikkel Damsgaard,M S,2.018847319999991,170,21,0.011875572470588182,797.0,0.0,0.8753717057406902,0.0,0.8753717057406902,2.0,2.291341120377183,9.0,10.0,2.0,0.0,4.728561159223318,2.396734122186899,Brentford,ENG-Premier League,1.0,2324,2023.0,244.0,8859.0,23.0
Bruno Guimaraes,M,10.920137539999935,926,37,0.011792805118790427,3292.0,7.0,4.978310074657202,7.0,4.978310074657202,8.0,7.888791332021356,48.0,62.0,8.0,0.0,23.880530774593357,18.56961396895349,Newcastle,ENG-Premier League,1.0,2324,2023.0,86.0,8327.0,37.0
Max Aarons,D S,3.6940163499999787,314,29,0.01176438328025471,1219.0,0.0,0.0476108696311712,0.0,0.0476108696311712,1.0,0.8764500692486763,2.0,7.0,1.0,0.0,3.960431007668376,3.3971939999610186,Bournemouth,ENG-Premier League,1.0,2324,2023.0,73.0,7688.0,20.0
Stephen Ward,,4.975087719999976,423,33,0.011761436690307273,,,,,,,,,,,,,,,,,2324,,,,
Peter Crouch,,1.3516292699999934,116,26,0.011651976465517185,,,,,,,,,,,,,,,,,2324,,,,
Matthew Lowton,,7.628384419999966,655,50,0.011646388427480864,,,,,,,,,,,,,,,,,2324,,,,
Ashley Westwood,,7.961147749999961,686,41,0.011605171647230263,,,,,,,,,,,,,,,,,2324,,,,
Dominik Szoboszlai,M S,6.207369379999966,539,31,0.011516455250463757,2135.0,3.0,3.519060474820435,3.0,3.519060474820435,2.0,5.657645266503096,60.0,55.0,1.0,0.0,21.230980657041076,15.891304083168508,Liverpool,ENG-Premier League,1.0,2324,2023.0,87.0,9788.0,33.0
Matty Cash,,5.109842059999969,445,29,0.011482791146067347,,,,,,,,,,,,,,,,,2324,,,,
Jeff Hendrick,,3.3571566699999815,293,38,0.011457872593856592,,,,,,,,,,,,,,,,,2324,,,,
Trent Alexander-Arnold,D S,9.84562540999995,867,28,0.01135596933102647,2190.0,3.0,2.745258178561926,3.0,2.745258178561926,4.0,8.361615665256977,47.0,64.0,6.0,0.0,19.35842103511095,14.500512413680552,Liverpool,ENG-Premier League,1.0,2324,2023.0,87.0,1791.0,28.0
Sean Longstaff,M S,5.948917339999969,525,35,0.011331271123809465,2748.0,6.0,7.077314300462604,6.0,7.077314300462604,2.0,3.0185976549983025,41.0,20.0,7.0,0.0,17.2361901816912,9.9536661230959,Newcastle,ENG-Premier League,1.0,2324,2023.0,86.0,7078.0,35.0
Ricardo Pereira,,4.305793499999974,381,23,0.011301295275590484,,,,,,,,,,,,,,,,,2324,,,,
Ben Osborn,D M S,4.218321639999979,374,27,0.011278934866310104,1343.0,0.0,0.1790793510153889,0.0,0.1790793510153889,2.0,1.075881354510784,4.0,13.0,3.0,0.0,3.0705280490219597,2.045230019837618,Sheffield United,ENG-Premier League,1.0,2324,2023.0,238.0,7714.0,24.0
Vitaly Janelt,D M S,5.87133931999997,521,38,0.011269365297504741,3137.0,1.0,2.0162796927616,1.0,2.0162796927616,3.0,4.314206030219793,21.0,37.0,8.0,0.0,12.40513951331377,9.032909959554672,Brentford,ENG-Premier League,1.0,2324,2023.0,244.0,9680.0,38.0
Christian Eriksen,M S,3.6088561099999796,321,22,0.01124254239875383,1130.0,1.0,0.6886363411322236,1.0,0.6886363411322236,2.0,2.3459482928738,13.0,27.0,1.0,0.0,5.237064341083169,3.57036822848022,Manchester United,ENG-Premier League,1.0,2324,2023.0,89.0,646.0,22.0
Vitinho,D M S,4.583040099999971,408,32,0.011232941421568558,2324.0,0.0,1.7635137159377337,0.0,1.7635137159377337,2.0,1.0349685866385698,25.0,11.0,1.0,0.0,6.745405659079552,4.7740294598042965,Burnley,ENG-Premier League,1.0,2324,2023.0,92.0,11700.0,32.0
Antonee Robinson,D,14.49451447999992,1304,54,0.011115425214723865,3290.0,0.0,0.8533244347199798,0.0,0.8533244347199798,6.0,3.767484251409769,16.0,31.0,6.0,0.0,13.781186819076538,11.46092726662755,Fulham,ENG-Premier League,1.0,2324,2023.0,228.0,8940.0,37.0
Charlie Taylor,D S,11.36242040999994,1024,63,0.011096113681640566,2336.0,1.0,0.2403556806966662,1.0,0.2403556806966662,1.0,1.883366331458092,10.0,15.0,8.0,0.0,4.918537275865674,4.101939328014851,Burnley,ENG-Premier League,1.0,2324,2023.0,92.0,6044.0,28.0
Vladimir Coufal,D,6.881925159999966,624,36,0.011028726217948663,3153.0,0.0,0.2854840941727161,0.0,0.2854840941727161,7.0,4.300948256626725,8.0,33.0,5.0,1.0,10.106693800538778,6.967354290187359,West Ham,ENG-Premier League,1.0,2324,2023.0,81.0,8965.0,36.0
Kieran Trippier,D S,9.614447189999954,883,28,0.010888388663646607,2255.0,1.0,0.6469280309975147,1.0,0.6469280309975147,10.0,8.592840051278472,8.0,66.0,5.0,0.0,13.876140996813774,10.365714758634567,Newcastle,ENG-Premier League,1.0,2324,2023.0,86.0,652.0,28.0
Pascal Gross,D M S,13.81026203999992,1280,36,0.010789267218749937,3107.0,4.0,6.07863125950098,3.0,5.317462421953678,10.0,8.449651076458395,55.0,101.0,6.0,0.0,23.86568094044924,17.94647761248052,Brighton,ENG-Premier League,1.0,2324,2023.0,220.0,239.0,36.0
Tyrick Mitchell,D,5.855973339999971,547,37,0.010705618537477094,3221.0,2.0,2.2116162590682507,2.0,2.2116162590682507,3.0,3.6366397831588975,12.0,24.0,6.0,0.0,12.8683971920982,8.858033265918493,Crystal Palace,ENG-Premier League,1.0,2324,2023.0,78.0,8214.0,37.0
Daryl Janmaat,,4.4348332799999755,420,26,0.010559126857142798,,,,,,,,,,,,,,,,,2324,,,,
Jose Holebas,,4.811870019999972,467,35,0.010303790192719427,,,,,,,,,,,,,,,,,2324,,,,
Tom Cairney,M S,9.86120290999994,966,53,0.010208284585921264,1427.0,1.0,1.009905599988997,1.0,1.009905599988997,4.0,3.1143901832401752,17.0,25.0,3.0,0.0,9.088703569956124,7.377049610950053,Fulham,ENG-Premier League,1.0,2324,2023.0,228.0,6835.0,34.0
Andy Robertson,,9.511186089999946,941,37,0.010107530382571674,,,,,,,,,,,,,,,,,2324,,,,
Adam Smith,D S,12.784038619999928,1266,70,0.010097976793048916,2185.0,0.0,0.0396374240517616,0.0,0.0396374240517616,2.0,1.4616671204566956,2.0,17.0,6.0,0.0,7.450475042685866,6.158073959872127,Bournemouth,ENG-Premier League,1.0,2324,2023.0,73.0,825.0,28.0
Ryan Bertrand,,8.997757649999942,896,44,0.010042140234374936,,,,,,,,,,,,,,,,,2324,,,,
Kenny Tete,D S,5.999000659999968,600,29,0.00999833443333328,880.0,1.0,1.1781789623200891,1.0,1.1781789623200891,0.0,0.1614780435338616,4.0,3.0,2.0,0.0,1.8050313368439677,1.7335399203002453,Fulham,ENG-Premier League,1.0,2324,2023.0,228.0,5973.0,14.0
Kiko Femenia,,5.142868239999969,522,27,0.009852238007662776,,,,,,,,,,,,,,,,,2324,,,,
Tino Livramento,,4.302841099999971,437,32,0.00984631830663609,,,,,,,,,,,,,,,,,2324,,,,
Milos Kerkez,D M S,3.156643389999982,321,28,0.009833780031152591,1982.0,0.0,1.6971189985051751,0.0,1.6971189985051751,1.0,1.3916718121618032,16.0,13.0,4.0,1.0,7.389515491202474,5.424490239471197,Bournemouth,ENG-Premier League,1.0,2324,2023.0,73.0,11709.0,28.0
Aaron Mooy,,5.024232899999972,514,24,0.009774772178988271,,,,,,,,,,,,,,,,,2324,,,,
Kristoffer Ajer,D S,3.386742379999979,355,27,0.00954011938028163,1845.0,2.0,1.4675675723701715,2.0,1.4675675723701715,1.0,2.600812576711178,12.0,12.0,5.0,0.0,5.710211778059602,3.668103391304612,Brentford,ENG-Premier League,1.0,2324,2023.0,244.0,9677.0,28.0
Youri Tielemans,F M S,11.031817719999932,1160,62,0.009510187689655114,1580.0,2.0,1.0049287639558315,2.0,1.0049287639558315,6.0,3.0543287601321936,14.0,18.0,3.0,0.0,10.675306875258684,8.060789976269007,Aston Villa,ENG-Premier League,1.0,2324,2023.0,71.0,5956.0,32.0
Ashley Young,D M S,3.4014695999999804,358,31,0.00950131173184352,2305.0,0.0,0.5671309139579535,0.0,0.5671309139579535,0.0,2.473125728778541,13.0,21.0,5.0,1.0,6.803516559302807,5.159970347769558,Everton,ENG-Premier League,1.0,2324,2023.0,72.0,631.0,31.0
Tom Carroll,,4.582139019999974,490,22,0.009351304122448926,,,,,,,,,,,,,,,,,2324,,,,
Alexis Mac Allister,M S,7.096406099999946,765,33,0.009276347843137184,2661.0,5.0,3.998983211815357,4.0,3.237814389169216,5.0,3.578091200441122,44.0,47.0,7.0,1.0,22.71393956243992,18.186699956655502,Liverpool,ENG-Premier League,1.0,2324,2023.0,87.0,8379.0,33.0
Jorginho,M S,3.1691913299999808,345,22,0.0091860618260869,911.0,0.0,0.0800427403301,0.0,0.0800427403301,2.0,1.5529427882283926,4.0,10.0,1.0,0.0,6.152929972857237,5.498104698956013,Arsenal,ENG-Premier League,1.0,2324,2023.0,83.0,1389.0,24.0
Nelson Semedo,D M,6.106407819999956,670,36,0.009114041522387994,3127.0,0.0,1.232096817344427,0.0,1.232096817344427,1.0,2.0054253563284874,17.0,24.0,10.0,1.0,8.870165027678013,6.637749888934195,Wolves,ENG-Premier League,1.0,2324,2023.0,229.0,6163.0,36.0
Pedro Porro,D,7.2354919799999555,794,35,0.009112710302266947,3101.0,3.0,2.83508870145306,3.0,2.83508870145306,7.0,7.285218555480242,53.0,52.0,3.0,0.0,20.235827142372727,15.794150441884996,Tottenham,ENG-Premier League,1.0,2324,2023.0,82.0,6912.0,35.0
Andy King,,1.7048131999999898,188,20,0.009068155319148882,,,,,,,,,,,,,,,,,2324,,,,
Ross Barkley,M S,6.664611829999948,739,32,0.009018419255750944,2627.0,5.0,4.483209175989032,5.0,4.483209175989032,4.0,4.823556295596063,66.0,43.0,6.0,0.0,11.16435156017542,5.912003388628364,Luton,ENG-Premier League,1.0,2324,2023.0,256.0,592.0,32.0
Rodrigo Bentancur,M S,2.78490425999998,313,23,0.008897457699680447,1016.0,1.0,1.622593866661191,1.0,1.622593866661191,1.0,0.5037150774151087,18.0,8.0,7.0,0.0,8.576564118266106,7.389497200027108,Tottenham,ENG-Premier League,1.0,2324,2023.0,82.0,6108.0,23.0
Lewis Cook,D M S,10.157994029999934,1142,60,0.00889491596322236,2799.0,0.0,0.4126169476658106,0.0,0.4126169476658106,3.0,3.677735963836312,12.0,46.0,5.0,1.0,11.350567385554314,8.91490264236927,Bournemouth,ENG-Premier League,1.0,2324,2023.0,73.0,1789.0,33.0
Matt Doherty,D M S,1.9818285999999856,224,28,0.008847449107142793,1087.0,1.0,1.1126765199005604,1.0,1.1126765199005604,0.0,1.0989295095205307,8.0,12.0,2.0,0.0,3.6199135687202215,2.180733907967806,Wolves,ENG-Premier League,1.0,2324,2023.0,229.0,6852.0,30.0
Charlie Daniels,,7.436355789999951,841,38,0.008842277990487457,,,,,,,,,,,,,,,,,2324,,,,
Pape Sarr,M S,4.941961769999963,560,34,0.008824931732142792,2141.0,3.0,3.842421315610409,3.0,3.842421315610409,3.0,2.0322468373924494,36.0,20.0,9.0,0.0,16.10821724496782,11.238362627103925,Tottenham,ENG-Premier League,1.0,2324,2023.0,82.0,9021.0,34.0
Conor Gallagher,M,6.377852679999954,723,37,0.008821373001383062,3171.0,5.0,4.717563968151808,5.0,4.717563968151808,7.0,5.792711144313216,48.0,52.0,7.0,1.0,25.90884201787412,18.712417108938094,Chelsea,ENG-Premier League,1.0,2324,2023.0,80.0,9040.0,37.0
Kyle Naughton,,5.622131319999966,638,26,0.008812118056426278,,,,,,,,,,,,,,,,,2324,,,,
Rayan Ait-Nouri,,4.166075229999968,473,33,0.00880777004228323,,,,,,,,,,,,,,,,,2324,,,,
Harrison Reed,M S,5.362299269999965,609,44,0.008805089113300435,1298.0,0.0,0.2859246646985411,0.0,0.2859246646985411,2.0,1.2897144686430693,9.0,14.0,6.0,0.0,4.717917591333389,4.137020692229271,Fulham,ENG-Premier League,1.0,2324,2023.0,228.0,910.0,27.0
Joao Gomes,M S,3.658134309999971,416,34,0.008793592091346085,2690.0,2.0,1.8554088305681944,2.0,1.8554088305681944,1.0,1.327573673799634,26.0,19.0,11.0,0.0,6.302764528430998,4.639164644293487,Wolves,ENG-Premier League,1.0,2324,2023.0,229.0,11384.0,34.0
Erik Pieters,,4.106431649999971,474,34,0.008663357911392344,,,,,,,,,,,,,,,,,2324,,,,
