player,team,league,season,league_id,season_id,team_id,player_id,position,matches,minutes,goals,xg,np_goals,np_xg,assists,xa,shots,key_passes,yellow_cards,red_cards,xg_chain,xg_buildup
Graham Dorrans,Norwich,ENG-Premier League,1516,1,2015,79,801,M S,21,1289,0,0.5596574051305652,0,0.5596574051305652,1,1.159778194501996,16,15,2,0,3.570578595623374,2.449030422605574
Ivo Pinto,Norwich,ENG-Premier League,1516,1,2015,79,786,D S,10,811,0,0.0,0,0.0,0,0.12131320312619209,0,2,0,0,1.3475633338093758,1.302699238061905
John Ruddy,Norwich,ENG-Premier League,1516,1,2015,79,785,GK,27,2430,0,0.0,0,0.0,0,0.0,0,0,0,0,0.9111145082861185,0.9111145082861185
Jonny Howson,Norwich,ENG-Premier League,1516,1,2015,79,792,M S,36,2960,3,2.2518839417025447,3,2.2518839417025447,4,2.8945629689842463,35,26,7,0,8.28648187033832,5.196510763838887
Kyle Lafferty,Norwich,ENG-Premier League,1516,1,2015,79,981,S,1,10,0,0.0,0,0.0,0,0.0,0,0,0,0,0.015409399755299091,0.015409399755299091
Martin Olsson,Norwich,ENG-Premier League,1516,1,2015,79,798,D S,24,1767,1,0.1644793003797531,1,0.1644793003797531,2,0.9000751879066229,7,7,2,0,3.353635421022773,2.440692376345396
Matthew Jarvis,Norwich,ENG-Premier League,1516,1,2015,79,800,M S,22,1100,1,1.0162738040089607,1,1.0162738040089607,1,1.5426131635904312,10,18,0,0,3.5617774659767747,1.2532362882047892
Nathan Redmond,Norwich,ENG-Premier League,1516,1,2015,79,790,M S,35,2321,6,3.4319807747378945,6,3.4319807747378945,3,3.6447911020368338,54,45,0,0,9.672524183057249,6.095174287445843
Robbie Brady,Norwich,ENG-Premier League,1516,1,2015,79,789,D M S,36,2996,3,2.794267915189266,3,2.794267915189266,2,5.04878506064415,53,54,3,0,6.695630591362715,3.0419108467176557
Russell Martin,Norwich,ENG-Premier League,1516,1,2015,79,788,D,30,2699,3,1.8422323176637292,3,1.8422323176637292,0,1.0656029731035233,18,8,4,1,3.953611842356622,2.83197205606848
Ryan Bennett,Norwich,ENG-Premier League,1516,1,2015,79,787,D S,22,1842,0,0.57474460080266,0,0.57474460080266,0,0.27777039259672165,8,4,7,0,1.7487185904756188,1.589243390597403
Sebastien Bassong,Norwich,ENG-Premier League,1516,1,2015,79,821,D S,32,2788,1,1.3719307715073228,1,1.3719307715073228,0,0.07424530200660229,20,2,4,0,3.0247010719031096,2.705271579325199
Steven Whittaker,Norwich,ENG-Premier League,1516,1,2015,79,926,D,8,660,1,0.4572330955415964,1,0.4572330955415964,0,0.03520650044083595,8,2,1,1,1.4106154162436724,1.1429078727960587
Timm Klose,Norwich,ENG-Premier League,1516,1,2015,79,162,D,10,849,1,0.5434640273451805,1,0.5434640273451805,0,0.0,3,0,3,0,0.1904532015323639,0.15350420027971268
Vadis Odjidja-Ofoe,Norwich,ENG-Premier League,1516,1,2015,79,823,M S,10,268,0,0.0819438025355339,0,0.0819438025355339,2,0.3517073020339012,3,8,2,0,0.6430150009691715,0.3387905955314636
Wes Hoolahan,Norwich,ENG-Premier League,1516,1,2015,79,793,M S,30,2026,4,3.4676506221294403,3,2.7064816057682037,8,4.911916113458574,26,49,1,0,9.969727208837867,5.996438333764672
Youssouf Mulumbu,Norwich,ENG-Premier League,1516,1,2015,79,797,M S,7,374,0,0.14500059932470322,0,0.14500059932470322,0,0.015224199742078781,3,1,1,0,0.38622619584202766,0.24410509504377842
Charlie Austin,Southampton,ENG-Premier League,1516,1,2015,74,848,F S,7,203,1,1.193167395889759,1,1.193167395889759,0,0.02674020081758499,8,1,0,0,0.9220673143863678,0.08945389837026596
Cuco Martina,Southampton,ENG-Premier League,1516,1,2015,74,832,D S,15,1076,1,0.11175310425460339,1,0.11175310425460339,1,1.3458772003650665,3,12,1,0,4.38199639134109,3.5813585072755814
Cedric Soares,Southampton,ENG-Premier League,1516,1,2015,74,847,D M S,24,1986,0,0.3194497190415859,0,0.3194497190415859,2,3.427258152514696,10,26,3,0,7.581511978060007,4.793229748494923
Dusan Tadic,Southampton,ENG-Premier League,1516,1,2015,74,840,M S,34,2318,7,6.417935328558087,6,5.656765328720212,12,8.644171416759491,57,74,2,0,17.130920086055994,5.140122601762414
Fraser Forster,Southampton,ENG-Premier League,1516,1,2015,74,831,GK,18,1620,0,0.0,0,0.0,0,0.0,0,0,0,0,0.5442584920674562,0.5442584920674562
Gaston Ramirez,Southampton,ENG-Premier League,1516,1,2015,74,952,S,3,25,0,0.0,0,0.0,1,0.97019281424582,0,2,0,0,0.0,0.0
Graziano Pelle,Southampton,ENG-Premier League,1516,1,2015,74,841,F S,30,2167,11,7.350180992856622,11,7.350180992856622,6,3.987356685101986,80,37,6,0,13.013471713289618,3.8928181966766715
Harrison Reed,Southampton,ENG-Premier League,1516,1,2015,74,910,S,1,9,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
James Ward-Prowse,Southampton,ENG-Premier League,1516,1,2015,74,843,M S,33,1505,2,2.065772909671068,1,1.3046038821339607,4,4.687691954895854,28,32,5,0,6.9715134128928185,4.774289023131132
Jay Rodriguez,Southampton,ENG-Premier League,1516,1,2015,74,844,M S,12,328,0,1.6927368082106113,0,1.6927368082106113,0,0.09738940093666315,17,3,1,0,2.270274292677641,0.5728924982249737
Jordy Clasie,Southampton,ENG-Premier League,1516,1,2015,74,837,M S,22,1574,0,0.48788417503237724,0,0.48788417503237724,0,0.7646423000842333,14,14,5,0,3.80957149900496,2.8351563019677997
Jose Fonte,Southampton,ENG-Premier League,1516,1,2015,74,834,D,37,3171,2,2.431196888908744,2,2.431196888908744,1,1.2865146612748504,20,5,4,1,6.668108243495226,6.46544723585248
Juanmi,Southampton,ENG-Premier League,1516,1,2015,74,897,S,12,140,0,0.36240530014038086,0,0.36240530014038086,0,0.22366949450224638,5,3,0,0,0.985959991812706,0.39988499879837036
Kelvin Davis,Southampton,ENG-Premier League,1516,1,2015,74,954,GK,1,90,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0874164029955864,0.0874164029955864
Maarten Stekelenburg,Southampton,ENG-Premier League,1516,1,2015,74,846,GK,17,1530,0,0.0,0,0.0,0,0.03636619821190834,0,1,0,0,2.4953489415347576,2.4589827433228493
Matt Targett,Southampton,ENG-Premier League,1516,1,2015,74,884,D M S,14,1077,0,0.12481280229985714,0,0.12481280229985714,1,0.36328650638461113,3,6,1,0,3.3735072165727615,3.00677952170372
Maya Yoshida,Southampton,ENG-Premier League,1516,1,2015,74,845,D S,20,1000,1,1.0490809977054596,1,1.0490809977054596,0,0.0,2,0,0,0,1.964398318901658,1.3703076262027025
Oriol Romeu,Southampton,ENG-Premier League,1516,1,2015,74,842,M S,29,1598,1,1.7555863121524453,1,1.7555863121524453,0,1.012617589905858,28,11,7,0,6.841692263260484,5.275686334818602
Paulo Gazzaniga,Southampton,ENG-Premier League,1516,1,2015,74,973,GK,2,180,0,0.0,0,0.0,0,0.0,0,0,0,0,0.020872600376605988,0.020872600376605988
Ryan Bertrand,Southampton,ENG-Premier League,1516,1,2015,74,835,D M,32,2880,1,1.4651850974187255,0,0.7040162933990359,3,3.4410766353830695,12,22,6,0,8.203246200457215,6.43518764898181
Sadio Mane,Southampton,ENG-Premier League,1516,1,2015,74,838,F M S,37,2614,11,12.514568300917745,11,11.753399284556508,6,5.139249017462134,86,41,4,2,17.62727028131485,5.373992749489844
Shane Long,Southampton,ENG-Premier League,1516,1,2015,74,839,F M S,28,2114,10,10.61739412508905,10,10.61739412508905,4,2.7126416452229023,64,33,2,0,13.091042907908559,3.4208338242024183
Steven Davis,Southampton,ENG-Premier League,1516,1,2015,74,883,D M S,34,2637,5,2.531914735212922,5,2.531914735212922,3,4.076438756659627,20,54,4,0,11.692602921277285,8.689560566097498
Victor Wanyama,Southampton,ENG-Premier League,1516,1,2015,74,836,M S,30,2507,1,1.5128119876608253,1,1.5128119876608253,1,1.090257404372096,31,16,4,3,7.417215747758746,6.315982839092612
Virgil van Dijk,Southampton,ENG-Premier League,1516,1,2015,74,833,D,34,3060,3,3.2997162602841854,3,3.2997162602841854,0,1.340610295534134,29,9,2,0,5.700623968616128,5.42185575235635
Bojan,Stoke,ENG-Premier League,1516,1,2015,85,871,F M S,27,1741,7,4.585217607673258,5,3.0629195696674287,1,1.8038731729611754,36,26,2,0,8.157264658249915,4.417733781039715
Charlie Adam,Stoke,ENG-Premier League,1516,1,2015,85,873,M S,22,1050,1,0.8703569914214313,1,0.8703569914214313,1,0.8281959071755409,29,10,6,1,3.0730838221497834,2.392736531794071
Dionatan Teixeira,Stoke,ENG-Premier League,1516,1,2015,85,869,S,1,42,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
Erik Pieters,Stoke,ENG-Premier League,1516,1,2015,85,887,D,35,3101,0,0.1312969047576189,0,0.1312969047576189,1,2.1706457482650876,5,19,10,0,9.07139937672764,8.080488102510571
Geoff Cameron,Stoke,ENG-Premier League,1516,1,2015,85,859,D M S,30,2361,0,0.6193308066576719,0,0.6193308066576719,0,0.689332882873714,15,9,0,1,6.651814606040716,6.3409831412136555
Giannelli Imbula,Stoke,ENG-Premier League,1516,1,2015,85,861,M,14,1260,2,0.7641459014266729,2,0.7641459014266729,0,0.44663219526410103,21,11,4,0,4.900775998830795,3.82476444542408
Glen Johnson,Stoke,ENG-Premier League,1516,1,2015,85,944,D,25,2191,0,0.8090794961899519,0,0.8090794961899519,3,3.0968168638646603,17,18,1,0,7.914552157744765,5.0396794425323606
Glenn Whelan,Stoke,ENG-Premier League,1516,1,2015,85,862,M,37,3189,0,0.221585800871253,0,0.221585800871253,1,0.9305674061179161,11,25,6,0,10.518245441839099,9.994908982887864
Ibrahim Afellay,Stoke,ENG-Premier League,1516,1,2015,85,864,M S,31,2105,2,2.3782680314034224,2,2.3782680314034224,2,2.0416691973805428,39,21,3,1,9.911402089521289,6.512232810258865
Jack Butland,Stoke,ENG-Premier League,1516,1,2015,85,856,GK,31,2790,0,0.0,0,0.0,0,0.02827339991927147,0,1,0,0,2.1044688941910863,2.076195095665753
Jakob Haugaard,Stoke,ENG-Premier League,1516,1,2015,85,870,GK S,5,402,0,0.0,0,0.0,0,0.0,0,0,0,0,1.141381986439228,1.141381986439228
Jonathan Walters,Stoke,ENG-Premier League,1516,1,2015,85,863,F M S,27,1718,5,5.66549963876605,5,5.66549963876605,3,2.3749693855643272,32,24,1,0,9.030859125778079,1.4752987045794725
Joselu,Stoke,ENG-Premier League,1516,1,2015,85,866,F S,22,1072,4,3.42055097874254,4,3.42055097874254,1,0.8887685872614384,29,10,0,0,4.794702999293804,1.971492645330727
Mame Biram Diouf,Stoke,ENG-Premier League,1516,1,2015,85,868,F M S,26,1246,5,5.1399991400539875,5,5.1399991400539875,1,0.7568941134959459,30,10,3,0,5.441688630729914,0.4125120975077152
Marc Muniesa,Stoke,ENG-Premier League,1516,1,2015,85,860,D S,15,1113,0,0.09074109978973866,0,0.09074109978973866,0,0.22249829955399036,3,5,2,0,2.0617299899458885,1.9002073928713799
Marc Wilson,Stoke,ENG-Premier League,1516,1,2015,85,945,D S,4,257,0,0.0,0,0.0,0,0.06554070115089417,0,1,0,0,0.4531539976596832,0.3876129984855652
Marco van Ginkel,Stoke,ENG-Premier League,1516,1,2015,85,946,M S,17,735,0,1.0349852070212364,0,1.0349852070212364,0,0.11192620173096657,12,5,0,0,2.4721310511231422,1.5785308051854372
Marko Arnautovic,Stoke,ENG-Premier League,1516,1,2015,85,865,F M S,34,2836,11,12.059158718213439,8,9.77568761818111,6,6.117617999669164,70,50,2,0,18.740881614387035,6.815894588828087
Peter Crouch,Stoke,ENG-Premier League,1516,1,2015,85,872,F S,11,446,0,0.3046404980123043,0,0.3046404980123043,1,0.3946677977219224,7,4,0,0,1.2113898899406195,0.6094104927033186
Peter Odemwingie,Stoke,ENG-Premier League,1516,1,2015,85,1001,S,5,89,0,0.09148639999330044,0,0.09148639999330044,0,0.0,2,0,0,0,0.10960070043802261,0.018114300444722176
Phil Bardsley,Stoke,ENG-Premier League,1516,1,2015,85,857,D S,11,813,0,0.1287099989131093,0,0.1287099989131093,1,0.6606273846700788,7,4,1,0,2.7825201405212283,2.59415116161108
Philipp Wollscheid,Stoke,ENG-Premier League,1516,1,2015,85,858,D S,31,2681,0,0.07563971914350986,0,0.07563971914350986,0,0.32434310019016266,2,5,2,0,5.346388193778694,5.275284799747169
Ryan Shawcross,Stoke,ENG-Premier League,1516,1,2015,85,886,D,20,1698,0,0.7236680183559656,0,0.7236680183559656,0,0.03869260102510452,8,1,2,1,1.7998740803450346,1.7998740803450346
Shay Given,Stoke,ENG-Premier League,1516,1,2015,85,889,GK,3,228,0,0.0,0,0.0,0,0.0,0,0,1,0,0.3371117915958166,0.3371117915958166
Stephen Ireland,Stoke,ENG-Premier League,1516,1,2015,85,867,S,13,206,0,0.5473723858594894,0,0.5473723858594894,1,1.6458038538694382,3,8,2,0,2.24130823276937,0.913508627563715
Steve Sidwell,Stoke,ENG-Premier League,1516,1,2015,85,1007,S,1,10,0,0.0,0,0.0,0,0.0,0,0,0,0,0.08865729719400406,0.08865729719400406
Xherdan Shaqiri,Stoke,ENG-Premier League,1516,1,2015,85,888,F M,27,2072,3,3.074525742791593,3,3.074525742791593,6,6.42092464491725,40,50,3,0,9.374039676040411,4.220687731169164
Adam Johnson,Sunderland,ENG-Premier League,1516,1,2015,77,929,F M S,19,1136,2,1.8067023092880845,1,1.04553338047117,5,2.185626655817032,16,29,3,0,4.058418094180524,2.642054306343198
Adam Matthews,Sunderland,ENG-Premier League,1516,1,2015,77,1034,S,1,33,0,0.0,0,0.0,0,0.0,0,0,0,0,1.0374900102615356,1.0374900102615356
Billy Jones,Sunderland,ENG-Premier League,1516,1,2015,77,742,D S,24,2039,1,2.414166036993265,1,2.414166036993265,1,1.1011948119848967,14,12,8,0,2.430672410875559,1.0449427906423807
Costel Pantilimon,Sunderland,ENG-Premier League,1516,1,2015,77,580,GK,17,1530,0,0.0,0,0.0,0,0.023622600361704826,0,1,3,0,1.5629971027374268,1.5393741056323051
Dame N'Doye,Sunderland,ENG-Premier League,1516,1,2015,77,731,F M S,11,562,1,0.5422570034861565,1,0.5422570034861565,0,0.2607949022203684,9,4,2,0,1.2147914990782738,0.7594384998083115
Danny Graham,Sunderland,ENG-Premier League,1516,1,2015,77,932,F M S,10,352,0,0.31507470458745956,0,0.31507470458745956,0,0.0,4,0,0,0,1.3842313960194588,1.1534624844789505
DeAndre Yedlin,Sunderland,ENG-Premier League,1516,1,2015,77,727,D M S,23,1810,0,0.20718932896852493,0,0.20718932896852493,1,1.1340486258268356,4,12,2,0,2.8879296984523535,1.674485383555293
Duncan Watmore,Sunderland,ENG-Premier League,1516,1,2015,77,919,F M S,23,880,3,1.465447487309575,3,1.465447487309575,1,0.947002712637186,14,12,0,0,2.2361195953562856,0.25336829852312803
Fabio Borini,Sunderland,ENG-Premier League,1516,1,2015,77,737,F M S,26,1913,5,4.93459333665669,4,4.173425326123834,2,1.737776736728847,48,18,6,0,5.729666614905,2.1620970480144024
George Honeyman,Sunderland,ENG-Premier League,1516,1,2015,77,1046,S,1,37,0,0.0,0,0.0,0,0.06804429739713669,0,1,0,0,0.06804429739713669,0.0
Jack Rodwell,Sunderland,ENG-Premier League,1516,1,2015,77,733,M S,22,1137,1,2.4888862976804376,1,2.4888862976804376,0,0.8463182114064693,25,14,5,0,4.394257375970483,1.3864283822476864
Jan Kirchhoff,Sunderland,ENG-Premier League,1516,1,2015,77,232,M S,15,1096,0,0.5767954010516405,0,0.5767954010516405,0,0.4666622933000326,8,11,0,0,3.1055965535342693,2.683108936995268
Jeremain Lens,Sunderland,ENG-Premier League,1516,1,2015,77,781,F M S,20,1299,3,1.33960447832942,3,1.33960447832942,3,2.9814170990139246,26,18,3,1,5.8241102527827024,2.4477846082299948
Jermain Defoe,Sunderland,ENG-Premier League,1516,1,2015,77,735,F M S,33,2558,15,11.712620459496975,14,10.951450489461422,1,1.1022664522752166,85,22,3,0,12.263893619179726,1.3269580826163292
John O'Shea,Sunderland,ENG-Premier League,1516,1,2015,77,729,D S,28,2000,0,0.2818367015570402,0,0.2818367015570402,0,0.5797989964485168,7,1,2,0,1.7332274913787842,1.6920524910092354
Jordan Pickford,Sunderland,ENG-Premier League,1516,1,2015,77,741,GK,2,180,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
Jordi Gomez,Sunderland,ENG-Premier League,1516,1,2015,77,931,M S,6,363,0,0.052657600492239,0,0.052657600492239,0,0.08031490352004766,2,2,0,0,0.21269219741225243,0.19724339619278908
Lamine Kone,Sunderland,ENG-Premier League,1516,1,2015,77,728,D,15,1318,2,2.458799561485648,2,2.458799561485648,1,0.7516853213310242,10,5,0,0,1.0659353137016296,1.0217672139406204
Lee Cattermole,Sunderland,ENG-Premier League,1516,1,2015,77,738,M S,31,2230,0,0.4802329000085592,0,0.4802329000085592,0,1.7009663991630077,11,23,8,0,3.794590956531465,2.3901334600523114
Ola Toivonen,Sunderland,ENG-Premier League,1516,1,2015,77,739,M S,12,668,0,0.816760390996933,0,0.816760390996933,2,1.0173840755596757,7,8,1,0,1.339702290482819,1.0599742783233523
Patrick van Aanholt,Sunderland,ENG-Premier League,1516,1,2015,77,730,D M,33,2970,4,2.5419704327359796,4,2.5419704327359796,3,3.7972379475831985,46,30,2,0,9.133831122890115,5.070300887338817
Rees Greenwood,Sunderland,ENG-Premier League,1516,1,2015,77,1080,M,1,53,0,0.0,0,0.0,0,0.022984100505709648,0,1,0,0,0.6708940267562866,0.6708940267562866
Sebastian Larsson,Sunderland,ENG-Premier League,1516,1,2015,77,740,M S,18,531,0,0.34777030069381,0,0.34777030069381,1,0.7345791906118393,7,7,2,0,1.7659752909094095,1.0161084337159991
Sebastian Coates,Sunderland,ENG-Premier League,1516,1,2015,77,927,D S,16,1231,0,0.47681649029254913,0,0.47681649029254913,1,0.2198508009314537,6,2,4,0,2.01092541590333,1.8753804080188274
Steven Fletcher,Sunderland,ENG-Premier League,1516,1,2015,77,930,F S,16,1021,4,3.1093484219163656,4,3.1093484219163656,0,0.8061626013368368,25,8,0,0,3.5543337743729353,0.6958297900855541
Thomas Robson,Sunderland,ENG-Premier League,1516,1,2015,77,1079,D,1,90,0,0.0,0,0.0,0,0.0,0,0,0,0,0.09102849662303925,0.09102849662303925
Vito Mannone,Sunderland,ENG-Premier League,1516,1,2015,77,726,GK,19,1710,0,0.0,0,0.0,0,0.0,0,0,2,0,0.20777370408177376,0.20777370408177376
Wahbi Khazri,Sunderland,ENG-Premier League,1516,1,2015,77,734,M S,14,1087,2,0.8625685963779688,2,0.8625685963779688,1,2.2329065892845392,24,27,3,0,2.4898463152348995,1.3282623123377562
Wes Brown,Sunderland,ENG-Premier League,1516,1,2015,77,928,D,6,540,0,0.0,0,0.0,0,0.0,0,0,1,0,1.5405180603265762,1.5405180603265762
Yann M'Vila,Sunderland,ENG-Premier League,1516,1,2015,77,732,M S,37,3194,1,0.8662016959860921,1,0.8662016959860921,4,4.275107302702963,29,46,1,0,8.422498852014542,6.552976256236434
Younes Kaboul,Sunderland,ENG-Premier League,1516,1,2015,77,736,D S,23,2014,0,0.777892111800611,0,0.777892111800611,1,0.8246368728578091,12,6,3,1,2.9098432417958975,2.7035042252391577
Alberto Paloschi,Swansea,ENG-Premier League,1516,1,2015,84,716,F S,10,675,2,2.420431124046445,2,2.420431124046445,0,0.603236598894,15,3,2,0,2.7354960180819035,0.21153500117361546
Andre Ayew,Swansea,ENG-Premier League,1516,1,2015,84,713,F M,34,2967,12,8.46296308748424,12,8.46296308748424,2,2.337733743712306,67,23,5,0,12.215979408472776,3.8303366722539067
Angel Rangel,Swansea,ENG-Premier League,1516,1,2015,84,707,D S,23,1824,0,0.850328590720892,0,0.850328590720892,0,0.6480673085898161,14,12,6,0,4.8985338900238276,4.435109935700893
Ashley Williams,Swansea,ENG-Premier League,1516,1,2015,84,709,D,36,3240,2,1.7815254908055067,2,1.7815254908055067,1,0.44039199873805046,16,11,8,0,7.390198610723019,7.146746585145593
Bafetimbi Gomis,Swansea,ENG-Premier League,1516,1,2015,84,717,F S,33,1685,6,6.098333736881614,5,5.337160786613822,0,2.4120547231286764,59,17,0,0,8.543976483866572,2.369196319952607
Eder,Swansea,ENG-Premier League,1516,1,2015,84,963,F S,13,253,0,0.22083179652690887,0,0.22083179652690887,0,0.12571940012276173,5,3,0,0,0.717600105330348,0.5461306106299162
Federico Fernandez,Swansea,ENG-Premier League,1516,1,2015,84,708,D,32,2880,1,1.670275891199708,1,1.670275891199708,1,0.38642445020377636,17,8,3,0,5.869625451043248,5.686014052480459
Gylfi Sigurdsson,Swansea,ENG-Premier League,1516,1,2015,84,714,F M S,36,2921,11,7.7106501162052155,8,5.427143078297377,3,5.429829095490277,88,57,6,0,10.766502927988768,4.88439710251987
Jack Cork,Swansea,ENG-Premier League,1516,1,2015,84,712,M S,35,2543,1,0.918854609131813,1,0.918854609131813,2,1.9600159134715796,19,30,3,0,7.81073460355401,6.233916888013482
Jay Fulton,Swansea,ENG-Premier League,1516,1,2015,84,896,S,2,19,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
Jefferson Montero,Swansea,ENG-Premier League,1516,1,2015,84,715,F M S,23,1355,0,1.6726705897599459,0,1.6726705897599459,2,2.9399962686002254,20,26,0,0,5.77126500941813,1.8180908747017384
Jordi Amat,Swansea,ENG-Premier League,1516,1,2015,84,721,D S,8,451,0,0.6412090063095093,0,0.6412090063095093,0,0.07362979650497437,1,1,0,0,0.22461909241974354,0.22461909241974354
Ki Sung-yueng,Swansea,ENG-Premier League,1516,1,2015,84,723,M S,28,1852,2,2.4574378253892064,2,2.4574378253892064,1,1.0774459028616548,24,22,4,0,5.665102529339492,3.1758004864677787
Kristoffer Nordfeldt,Swansea,ENG-Premier League,1516,1,2015,84,722,GK,1,90,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
Kyle Bartley,Swansea,ENG-Premier League,1516,1,2015,84,964,D S,5,283,0,0.11614140123128891,0,0.11614140123128891,0,0.07690589874982834,2,1,2,0,0.3558361940085888,0.3558361940085888
Kyle Naughton,Swansea,ENG-Premier League,1516,1,2015,84,718,D S,27,1750,0,0.2736861938610673,0,0.2736861938610673,3,2.022213464602828,8,20,2,1,6.259629434905946,4.39659991953522
Leon Britton,Swansea,ENG-Premier League,1516,1,2015,84,830,M S,25,1532,0,0.10181319899857044,0,0.10181319899857044,0,0.0973522998392582,5,4,4,0,2.0542130824178457,1.9618243854492903
Leroy Fer,Swansea,ENG-Premier League,1516,1,2015,84,711,M S,11,758,0,0.24855540320277214,0,0.24855540320277214,2,0.46330579929053783,5,8,2,0,1.7984610479325056,1.4547816831618547
Lukasz Fabianski,Swansea,ENG-Premier League,1516,1,2015,84,706,GK,37,3330,0,0.01867770031094551,0,0.01867770031094551,1,0.10678969882428646,1,2,1,0,3.3960371436551213,3.289247444830835
Marvin Emnes,Swansea,ENG-Premier League,1516,1,2015,84,829,F S,2,66,0,0.024468600749969482,0,0.024468600749969482,0,0.0,1,0,0,0,0.024468600749969482,0.0
Matt Grimes,Swansea,ENG-Premier League,1516,1,2015,84,1045,M,1,90,0,0.0164778009057045,0,0.0164778009057045,0,0.022287599742412567,1,1,0,0,0.022287599742412567,0.0
Modou Barrow,Swansea,ENG-Premier League,1516,1,2015,84,720,F M S,22,762,1,0.4563116068020463,1,0.4563116068020463,2,1.181954595260322,11,13,0,0,2.616060396656394,1.5302879698574543
Neil Taylor,Swansea,ENG-Premier League,1516,1,2015,84,710,D S,34,2951,0,0.2196004493162036,0,0.2196004493162036,1,1.0369009878486395,9,16,4,0,5.103223686106503,4.760404804721475
Stephen Kingsley,Swansea,ENG-Premier League,1516,1,2015,84,892,D,4,357,0,0.016241900622844696,0,0.016241900622844696,1,0.6693355739116669,1,2,0,0,0.9202796816825867,0.2651877924799919
Wayne Routledge,Swansea,ENG-Premier League,1516,1,2015,84,719,F M S,28,1700,2,2.52651600074023,2,2.52651600074023,1,1.7192793767899275,18,29,3,0,5.908184255473316,2.3552612997591496
Alex Pritchard,Tottenham,ENG-Premier League,1516,1,2015,82,815,S,3,59,0,0.07596279680728912,0,0.07596279680728912,0,0.0,2,0,0,0,0.06576680019497871,0.04007750004529953
Ben Davies,Tottenham,ENG-Premier League,1516,1,2015,82,660,D S,17,1281,0,0.4415080929175019,0,0.4415080929175019,2,1.4291233206167817,9,15,3,0,5.710318570956588,4.637951482087374
Christian Eriksen,Tottenham,ENG-Premier League,1516,1,2015,82,646,M S,35,2950,6,5.512105284258723,6,5.512105284258723,13,9.80885074287653,100,115,2,0,22.975154004991055,14.476944379508495
Clinton N'Jie,Tottenham,ENG-Premier League,1516,1,2015,82,960,S,8,171,0,0.3994066081941128,0,0.3994066081941128,1,0.6547431712970138,6,2,0,0,1.14137801527977,0.13442499935626984
Danny Rose,Tottenham,ENG-Premier League,1516,1,2015,82,641,D M,24,2139,1,1.2215758142992854,1,1.2215758142992854,3,3.2962171770632267,26,24,7,0,10.382976911962032,7.078364692628384
Dele Alli,Tottenham,ENG-Premier League,1516,1,2015,82,645,M S,33,2490,10,8.315971579402685,10,8.315971579402685,9,6.802972770296037,74,55,7,0,18.699675649404526,6.461881585419178
Eric Dier,Tottenham,ENG-Premier League,1516,1,2015,82,643,D M,37,3271,3,1.6450099218636751,3,1.6450099218636751,2,1.3802215121686459,30,18,10,0,15.380162507295609,13.924113631248474
Erik Lamela,Tottenham,ENG-Premier League,1516,1,2015,82,644,M S,34,2404,5,6.299697618931532,5,6.299697618931532,9,8.93490382656455,58,75,9,0,19.19918360002339,9.443460860289633
Harry Kane,Tottenham,ENG-Premier League,1516,1,2015,82,647,F,38,3382,25,22.732071943581104,20,18.92625818029046,1,3.0885122008621693,159,44,5,0,26.939670216292143,8.189030427485704
Hugo Lloris,Tottenham,ENG-Premier League,1516,1,2015,82,637,GK,37,3330,0,0.0,0,0.0,0,0.023719999939203262,0,1,0,0,4.43877761438489,4.415057618170977
Jan Vertonghen,Tottenham,ENG-Premier League,1516,1,2015,82,640,D,29,2596,0,0.5788122043013573,0,0.5788122043013573,0,0.3509038984775543,11,6,5,0,7.5232261680066586,7.1232375502586365
Josh Onomah,Tottenham,ENG-Premier League,1516,1,2015,82,661,S,8,69,0,0.17886470071971416,0,0.17886470071971416,0,0.03543829917907715,3,1,0,0,0.6771609913557768,0.4982962068170309
Kevin Wimmer,Tottenham,ENG-Premier League,1516,1,2015,82,650,D S,10,814,0,0.060923900455236435,0,0.060923900455236435,0,0.07089540176093578,1,2,2,0,3.567350186407566,3.521816201508045
Kieran Trippier,Tottenham,ENG-Premier League,1516,1,2015,82,652,D M S,6,456,1,0.41732090525329113,1,0.41732090525329113,1,0.4763298947364092,2,6,1,0,2.526610016822815,1.7413015961647034
Kyle Walker,Tottenham,ENG-Premier League,1516,1,2015,82,638,D,33,2947,1,0.876290250569582,1,0.876290250569582,3,4.270705763250589,21,34,7,0,12.140320762991905,9.310257188975811
Michel Vorm,Tottenham,ENG-Premier League,1516,1,2015,82,651,GK,1,90,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
Mousa Dembele,Tottenham,ENG-Premier League,1516,1,2015,82,642,M S,29,2286,3,1.482901705428958,3,1.482901705428958,1,0.8319704830646515,22,28,3,0,9.668302228674293,8.315912203863263
Nabil Bentaleb,Tottenham,ENG-Premier League,1516,1,2015,82,914,M S,5,165,0,0.10239489749073982,0,0.10239489749073982,0,0.031373798847198486,3,2,1,0,0.25851940363645554,0.1561249941587448
