name,weekly_gross_gbp,annual_gross_gbp,adjusted_gross_gbp,position,age,country,club,season,league,verified,bonus_gross_gbp,signed,expiration,years,total_gross_gbp,release_gbp,status,position_detail,active
Luke McNally,17115,890000,"£ 890,000",D,22,Ireland,Burnley,2022-2023,championship,,,,,,,,,,
Connor Mahoney,17115,890000,"£ 890,000",F,25,England,Huddersfield,2022-2023,championship,,,,,,,,,,
Dominic Hyam,16923,880000,"£ 880,000",D,27,Scotland,Blackburn,2022-2023,championship,,,,,,,,,,
Jack Clarke,16923,880000,"£ 880,000",F,22,England,Sunderland,2022-2023,championship,,,,,,,,,,
Michael McGovern,16923,880000,"£ 880,000",K,38,Northern Ireland,Norwich,2022-2023,championship,,,,,,,,,,
Benik Afobe,16731,870000,"£ 870,000",F,29,Democratic Republic of the Congo,Millwall,2022-2023,championship,,,,,,,,,,
Nick Powell,16538,860000,"£ 860,000",F,28,England,Stoke City,2022-2023,championship,,,,,,,,,,
Jayden Bogle,16538,860000,"£ 860,000",D,22,England,Sheffield United,2022-2023,championship,,,,,,,,,,
Semi Ajayi,16538,860000,"£ 860,000",D,29,Nigeria,West Bromwich,2022-2023,championship,,,,,,,,,,
Benson Manuel,16538,860000,"£ 860,000",F,25,Belgium,Burnley,2022-2023,championship,,,,,,,,,,
Troy Deeney,16154,840000,"£ 840,000",F,34,England,Birmingham,2022-2023,championship,,,,,,,,,,
Jordan Amissah,15769,820000,"£ 820,000",K,21,Germany,Sheffield United,2022-2023,championship,,,,,,,,,,
Mahlon Romeo,15577,810000,"£ 810,000",D,27,Antigua and Barbuda,Cardiff,2022-2023,championship,,,,,,,,,,
Harry Cornick,15000,780000,"£ 780,000",F,27,England,Bristol,2022-2023,championship,,,,,,,,,,
Greg Cunningham,15000,780000,"£ 780,000",D,32,Ireland,Preston,2022-2023,championship,,,,,,,,,,
Freddie Woodman,15000,780000,"£ 780,000",K,25,England,Preston,2022-2023,championship,,,,,,,,,,
Kevin Long,15000,780000,"£ 780,000",D,32,Ireland,Birmingham,2022-2023,championship,,,,,,,,,,
Lukas Jutkiewicz,15000,780000,"£ 780,000",F,33,England,Birmingham,2022-2023,championship,,,,,,,,,,
Daniel Ayala,15000,780000,"£ 780,000",D,32,Spain,Blackburn,2022-2023,championship,,,,,,,,,,
Erik Pieters,15000,780000,"£ 780,000",D,34,Netherlands,West Bromwich,2022-2023,championship,,,,,,,,,,
Mario Gaspar,15000,780000,"£ 780,000",D,32,Spain,Watford,2022-2023,championship,,,,,,,,,,
Ken Sema,15000,780000,"£ 780,000",M,29,Sweden,Watford,2022-2023,championship,,,,,,,,,,
Ismael Kone,15000,780000,"£ 780,000",M,20,Canada,Watford,2022-2023,championship,,,,,,,,,,
Chris Martin,15000,780000,"£ 780,000",F,33,Scotland,Bristol,2022-2023,championship,,,,,,,,,,
Kal Naismith,15000,780000,"£ 780,000",D,30,Scotland,Bristol,2022-2023,championship,,,,,,,,,,
Rob Atkinson,15000,780000,"£ 780,000",D,24,England,Bristol,2022-2023,championship,,,,,,,,,,
Samuel Bastien,15000,780000,"£ 780,000",M,26,Democratic Republic of the Congo,Burnley,2022-2023,championship,,,,,,,,,,
Andy Rinomhota,15000,780000,"£ 780,000",M,25,England,Cardiff,2022-2023,championship,,,,,,,,,,
Sory Kaba,15000,780000,"£ 780,000",F,27,Guinea,Cardiff,2022-2023,championship,,,,,,,,,,
Joe Gelhardt,15000,780000,"£ 780,000",F,20,England,Sunderland,2022-2023,championship,,,,,,,,,,
Ellis Simms,15000,780000,"£ 780,000",F,21,England,Sunderland,2022-2023,championship,,,,,,,,,,
Josh Laurent,15000,780000,"£ 780,000",M,27,England,Stoke City,2022-2023,championship,,,,,,,,,,
Oliver Norwood,15000,780000,"£ 780,000",M,31,Northern Ireland,Sheffield United,2022-2023,championship,,,,,,,,,,
Jacob Greaves,15000,780000,"£ 780,000",D,22,England,Hull City,2022-2023,championship,,,,,,,,,,
Ben Osborn,15000,780000,"£ 780,000",M,28,England,Sheffield United,2022-2023,championship,,,,,,,,,,
Sam Hutchinson,15000,780000,"£ 780,000",M,33,England,Reading,2022-2023,championship,,,,,,,,,,
Lucas Joao,15000,780000,"£ 780,000",F,29,Angola,Reading,2022-2023,championship,,,,,,,,,,
Taylor Richards,15000,780000,"£ 780,000",M,22,England,QPR,2022-2023,championship,,,,,,,,,,
Zian Flemming,15000,780000,"£ 780,000",F,24,Netherlands,Millwall,2022-2023,championship,,,,,,,,,,
Marcelino Nunez,15000,780000,"£ 780,000",M,22,Chile,Norwich,2022-2023,championship,,,,,,,,,,
Edo Kayembe,14808,770000,"£ 770,000",M,24,Democratic Republic of the Congo,Watford,2022-2023,championship,,,,,,,,,,
Sam Gallagher,14423,750000,"£ 750,000",F,27,England,Blackburn,2022-2023,championship,,,,,,,,,,
Sammie Szmodics,14231,740000,"£ 740,000",F,27,Ireland,Blackburn,2022-2023,championship,,,,,,,,,,
Samuel Kalu,14038,730000,"£ 730,000",F,25,Nigeria,Watford,2022-2023,championship,,,,,,,,,,
Marcus Forss,14038,730000,"£ 730,000",F,23,Finland,Middlesbrough,2022-2023,championship,,,,,,,,,,
Liam Lindsay,14000,728000,"£ 728,000",D,27,Scotland,Preston,2022-2023,championship,,,,,,,,,,
Duncan Watmore,13846,720000,"£ 720,000",F,28,England,Middlesbrough,2022-2023,championship,,,,,,,,,,
Auston Trusty,13846,720000,"£ 720,000",D,24,United States,Birmingham,2022-2023,championship,,,,,,,,,,
Edouard Michut,13654,710000,"£ 710,000",M,19,France,Sunderland,2022-2023,championship,,,,,,,,,,
Robbie Brady,13500,702000,"£ 702,000",M,31,Ireland,Preston,2022-2023,championship,,,,,,,,,,
Marc Roberts,13462,700000,"£ 700,000",D,32,England,Birmingham,2022-2023,championship,,,,,,,,,,
Tino Anjorin,13462,700000,"£ 700,000",F,21,England,Huddersfield,2022-2023,championship,,,,,,,,,,
Kyle Bartley,13462,700000,"£ 700,000",D,31,England,West Bromwich,2022-2023,championship,,,,,,,,,,
Billy Sharp,13462,700000,"£ 700,000",F,36,England,Sheffield United,2022-2023,championship,,,,,,,,,,
Jordan Hugill,13269,690000,"£ 690,000",F,30,England,Norwich,2022-2023,championship,,,,,,,,,,
Sam McCallum,13269,690000,"£ 690,000",D,22,England,Norwich,2022-2023,championship,,,,,,,,,,
Matt Clarke,13077,680000,"£ 680,000",D,26,England,Middlesbrough,2022-2023,championship,,,,,,,,,,
Thomas Kaminski,13077,680000,"£ 680,000",K,30,Belgium,Blackburn,2022-2023,championship,,,,,,,,,,
Ethan Laird,13077,680000,"£ 680,000",D,21,England,QPR,2022-2023,championship,,,,,,,,,,
Ben Woodburn,13000,676000,"£ 676,000",F,23,Wales,Preston,2022-2023,championship,,,,,,,,,,
Michael Obafemi,12885,670000,"£ 670,000",F,22,Ireland,Swansea,2022-2023,championship,,,,,,,,,,
Michael Obafemi,12885,670000,"£ 670,000",F,22,Ireland,Burnley,2022-2023,championship,,,,,,,,,,
Andy King,12885,670000,"£ 670,000",M,34,Wales,Bristol,2022-2023,championship,,,,,,,,,,
Ryan Allsop,12885,670000,"£ 670,000",K,30,England,Cardiff,2022-2023,championship,,,,,,,,,,
Daniel Ballard,12692,660000,"£ 660,000",D,23,Northern Ireland,Sunderland,2022-2023,championship,,,,,,,,,,
Phil Jagielka,12692,660000,"£ 660,000",D,40,England,Stoke City,2022-2023,championship,,,,,,,,,,
Albert Adomah,12500,650000,"£ 650,000",F,35,Ghana,QPR,2022-2023,championship,,,,,,,,,,
Tyrese Campbell,12500,650000,"£ 650,000",F,23,England,Stoke City,2022-2023,championship,,,,,,,,,,
Ovie Ejaria,12500,650000,"£ 650,000",M,25,England,Reading,2022-2023,championship,,,,,,,,,,
Shane Long,12500,650000,"£ 650,000",F,36,Ireland,Reading,2022-2023,championship,,,,,,,,,,
Matt Grimes,12500,650000,"£ 650,000",M,27,England,Swansea,2022-2023,championship,,,,,,,,,,
Danny Batth,12500,650000,"£ 650,000",D,32,England,Sunderland,2022-2023,championship,,,,,,,,,,
Leon Balogun,12500,650000,"£ 650,000",D,34,Nigeria,QPR,2022-2023,championship,,,,,,,,,,
Nathan Tella,12500,650000,"£ 650,000",F,23,England,Burnley,2022-2023,championship,,,,,,,,,,
Vakoun Issouf Bayo,12308,640000,"£ 640,000",F,25,Cote d'Ivoire,Watford,2022-2023,championship,,,,,,,,,,
Romaine Sawyers,12308,640000,"£ 640,000",F,31,St Kitts & Nevis,Cardiff,2022-2023,championship,,,,,,,,,,
Troy Parrott,12308,640000,"£ 640,000",F,20,Ireland,Preston,2022-2023,championship,,,,,,,,,,
Josh Sargent,12115,630000,"£ 630,000",F,22,United States,Norwich,2022-2023,championship,,,,,,,,,,
Andrew Omobamidele,12115,630000,"£ 630,000",D,20,Ireland,Norwich,2022-2023,championship,,,,,,,,,,
Callum O'Dowda,12115,630000,"£ 630,000",M,27,Ireland,Cardiff,2022-2023,championship,,,,,,,,,,
Jamal Lowe,12000,624000,"£ 624,000",F,28,Jamaica,QPR,2022-2023,championship,,,,,,,,,,
Britt Assombalonga,12000,624000,"£ 624,000",F,30,Democratic Republic of the Congo,Watford,2022-2023,championship,,,,,,,,,,
Alfie Jones,12000,624000,"£ 624,000",D,25,England,Hull City,2022-2023,championship,,,,,,,,,,
Liam Delap,11923,620000,"£ 620,000",F,19,England,Stoke City,2022-2023,championship,,,,,,,,,,
Vontae Daley-Campbell,11923,620000,"£ 620,000",D,21,England,Cardiff,2022-2023,championship,,,,,,,,,,
Aaron Ramsey,11923,620000,"£ 620,000",F,19,England,Norwich,2022-2023,championship,,,,,,,,,,
Liam Delap,11923,620000,"£ 620,000",F,19,England,Preston,2022-2023,championship,,,,,,,,,,
Joel Piroe,11923,620000,"£ 620,000",F,23,Netherlands,Swansea,2022-2023,championship,,,,,,,,,,
George Saville,11923,620000,"£ 620,000",M,29,Northern Ireland,Millwall,2022-2023,championship,,,,,,,,,,
Jack Rudoni,11923,620000,"£ 620,000",M,21,England,Huddersfield,2022-2023,championship,,,,,,,,,,
Daniel Bentley,11923,620000,"£ 620,000",K,29,England,Bristol,2022-2023,championship,,,,,,,,,,
Ashley Fletcher,11923,620000,"£ 620,000",F,27,England,Wigan,2022-2023,championship,,,,,,,,,,
Aaron Ramsey,11923,620000,"£ 620,000",F,20,England,Middlesbrough,2022-2023,championship,,,,,,,,,,
Ryan Wintle,11731,610000,"£ 610,000",M,25,England,Cardiff,2022-2023,championship,,,,,,,,,,
Luke Cundle,11538,600000,"£ 600,000",M,20,England,Swansea,2022-2023,championship,,,,,,,,,,
Scott Hogan,11538,600000,"£ 600,000",F,30,Ireland,Birmingham,2022-2023,championship,,,,,,,,,,
Jake Cooper,11538,600000,"£ 600,000",D,27,England,Millwall,2022-2023,championship,,,,,,,,,,
Vitinho,11538,600000,"£ 600,000",D,23,Brazil,Burnley,2022-2023,championship,,,,,,,,,,
Joe Williams,11538,600000,"£ 600,000",M,26,England,Bristol,2022-2023,championship,,,,,,,,,,
Conor Townsend,11538,600000,"£ 600,000",D,29,England,West Bromwich,2022-2023,championship,,,,,,,,,,
Bradley Dack,11346,590000,"£ 590,000",F,29,England,Blackburn,2022-2023,championship,,,,,,,,,,
Andre Dozzell,11154,580000,"£ 580,000",M,23,England,QPR,2022-2023,championship,,,,,,,,,,
Charlie Wyke,11154,580000,"£ 580,000",F,30,England,Wigan,2022-2023,championship,,,,,,,,,,
Ameen Al-Dakhil,11000,572000,"£ 572,000",D,20,Belgium,Burnley,2022-2023,championship,,,,,,,,,,
Andreas Voglsammer,11000,572000,"£ 572,000",F,31,Germany,Millwall,2022-2023,championship,,,,,,,,,,
Jordan Storey,10962,570000,"£ 570,000",D,25,England,Preston,2022-2023,championship,,,,,,,,,,
Jack Robinson,10962,570000,"£ 570,000",D,29,England,Sheffield United,2022-2023,championship,,,,,,,,,,
Alex Palmer,10962,570000,"£ 570,000",K,26,England,West Bromwich,2022-2023,championship,,,,,,,,,,
Jordan Rhodes,10962,570000,"£ 570,000",F,32,Scotland,Huddersfield,2022-2023,championship,,,,,,,,,,
Jason Kerr,10962,570000,"£ 570,000",D,25,Scotland,Wigan,2022-2023,championship,,,,,,,,,,
Andy Fisher,10577,550000,"£ 550,000",K,24,England,Swansea,2022-2023,championship,,,,,,,,,,
Martyn Waghorn,10385,540000,"£ 540,000",F,32,England,Coventry,2022-2023,championship,,,,,,,,,,
Ali McCann,10385,540000,"£ 540,000",M,23,Northern Ireland,Preston,2022-2023,championship,,,,,,,,,,
Matt Crooks,10385,540000,"£ 540,000",M,29,England,Middlesbrough,2022-2023,championship,,,,,,,,,,
Henri Lansbury,10385,540000,"£ 540,000",M,32,England,Luton Town,2022-2023,championship,,,,,,,,,,
Martyn Waghorn,10385,540000,"£ 540,000",F,33,England,Huddersfield,2022-2023,championship,,,,,,,,,,
Timm Klose,10385,540000,"£ 540,000",D,34,Switzerland,Bristol,2022-2023,championship,,,,,,,,,,
Jordan Graham,10192,530000,"£ 530,000",F,27,England,Birmingham,2022-2023,championship,,,,,,,,,,
Darragh Lenihan,10192,530000,"£ 530,000",D,28,Ireland,Middlesbrough,2022-2023,championship,,,,,,,,,,
Reda Khadra,10000,520000,"£ 520,000",F,21,Germany,Sheffield United,2022-2023,championship,,,,,,,,,,
Jay Fulton,10000,520000,"£ 520,000",M,28,Scotland,Swansea,2022-2023,championship,,,,,,,,,,
Alan Browne,10000,520000,"£ 520,000",M,27,Ireland,Preston,2022-2023,championship,,,,,,,,,,
Anass Zaroury,10000,520000,"£ 520,000",F,22,Morocco,Burnley,2022-2023,championship,,,,,,,,,,
Callum O'Hare,10000,520000,"£ 520,000",F,24,England,Coventry,2022-2023,championship,,,,,,,,,,
Dennis Cirkin,10000,520000,"£ 520,000",D,21,England,Sunderland,2022-2023,championship,,,,,,,,,,
Kasey Palmer,10000,520000,"£ 520,000",F,26,Jamaica,Coventry,2022-2023,championship,,,,,,,,,,
Morgan Fox,10000,520000,"£ 520,000",D,29,Wales,Stoke City,2022-2023,championship,,,,,,,,,,
Matija Sarkic,10000,520000,"£ 520,000",K,25,Montenegro,Stoke City,2022-2023,championship,,,,,,,,,,
Ryan Nyambe,10000,520000,"£ 520,000",D,25,Namibia,Wigan,2022-2023,championship,,,,,,,,,,
Josef Bursik,10000,520000,"£ 520,000",K,22,England,Stoke City,2022-2023,championship,,,,,,,,,,
Tommy Doyle,10000,520000,"£ 520,000",M,21,England,Sheffield United,2022-2023,championship,,,,,,,,,,
Rhys Williams,10000,520000,"£ 520,000",D,21,England,Blackpool,2022-2023,championship,,,,,,,,,,
Tomas Vaclik,10000,520000,"£ 520,000",K,33,Czech Republic,Huddersfield,2022-2023,championship,,,,,,,,,,
Gary Gardner,10000,520000,"£ 520,000",M,30,England,Birmingham,2022-2023,championship,,,,,,,,,,
Adama Traore,10000,520000,"£ 520,000",F,27,Mali,Hull City,2022-2023,championship,,,,,,,,,,
James McAtee,10000,520000,"£ 520,000",M,20,England,Sheffield United,2022-2023,championship,,,,,,,,,,
Jack O'Connell,10000,520000,"£ 520,000",D,28,England,Sheffield United,2022-2023,championship,,,,,,,,,,
Malcolm Ebiowei,10000,520000,"£ 520,000",F,19,England,Hull City,2022-2023,championship,,,,,,,,,,
George Friend,10000,520000,"£ 520,000",D,35,England,Birmingham,2022-2023,championship,,,,,,,,,,
Regan Slater,10000,520000,"£ 520,000",M,23,England,Hull City,2022-2023,championship,,,,,,,,,,
Sean McLoughlin,10000,520000,"£ 520,000",D,26,Ireland,Hull City,2022-2023,championship,,,,,,,,,,
Tyler Blackett,10000,520000,"£ 520,000",D,29,England,Rotherham,2022-2023,championship,,,,,,,,,,
Sean Morrison,10000,520000,"£ 520,000",D,32,England,Rotherham,2022-2023,championship,,,,,,,,,,
Grant Hall,10000,520000,"£ 520,000",D,31,England,Rotherham,2022-2023,championship,,,,,,,,,,
Naby Sarr,10000,520000,"£ 520,000",D,29,Senegal,Reading,2022-2023,championship,,,,,,,,,,
Callum Brittain,10000,520000,"£ 520,000",D,24,England,Blackburn,2022-2023,championship,,,,,,,,,,
Steven Caulker,10000,520000,"£ 520,000",D,31,Sierra Leone,Wigan,2022-2023,championship,,,,,,,,,,
Tommy Smith,10000,520000,"£ 520,000",D,30,England,Middlesbrough,2022-2023,championship,,,,,,,,,,
Christ Tiehi,10000,520000,"£ 520,000",M,24,Cote d'Ivoire,Wigan,2022-2023,championship,,,,,,,,,,
Luke Amos,10000,520000,"£ 520,000",M,25,England,QPR,2022-2023,championship,,,,,,,,,,
Duncan Watmore,10000,520000,"£ 520,000",F,28,England,Millwall,2022-2023,championship,,,,,,,,,,
Jake Clarke-Salter,10000,520000,"£ 520,000",D,25,England,QPR,2022-2023,championship,,,,,,,,,,
Chris Willock,10000,520000,"£ 520,000",F,25,England,QPR,2022-2023,championship,,,,,,,,,,
Reda Khadra,10000,520000,"£ 520,000",F,21,Germany,Birmingham,2022-2023,championship,,,,,,,,,,
Ryan Leonard,10000,520000,"£ 520,000",M,31,England,Millwall,2022-2023,championship,,,,,,,,,,
Scott Malone,10000,520000,"£ 520,000",D,31,England,Millwall,2022-2023,championship,,,,,,,,,,
Maxime Colin,10000,520000,"£ 520,000",D,31,France,Birmingham,2022-2023,championship,,,,,,,,,,
Jacob Lungi Sorensen,10000,520000,"£ 520,000",M,24,Denmark,Norwich,2022-2023,championship,,,,,,,,,,
Mark Sykes,9808,510000,"£ 510,000",M,25,Ireland,Bristol,2022-2023,championship,,,,,,,,,,
Bersant Celina,9808,510000,"£ 510,000",F,26,Kosovo,Stoke City,2022-2023,championship,,,,,,,,,,
Emil Riis,9615,500000,"£ 500,000",F,24,Denmark,Preston,2022-2023,championship,,,,,,,,,,
Tom Eaves,9615,500000,"£ 500,000",F,31,England,Rotherham,2022-2023,championship,,,,,,,,,,
Harry Pickering,9615,500000,"£ 500,000",D,24,England,Blackburn,2022-2023,championship,,,,,,,,,,
Francisco Sierralta,9423,490000,"£ 490,000",D,25,Chile,Watford,2022-2023,championship,,,,,,,,,,
Jacob Brown,9423,490000,"£ 490,000",F,24,Scotland,Stoke City,2022-2023,championship,,,,,,,,,,
Riley McGree,9423,490000,"£ 490,000",M,24,Australia,Middlesbrough,2022-2023,championship,,,,,,,,,,
David Kasumu,9423,490000,"£ 490,000",M,23,England,Huddersfield,2022-2023,championship,,,,,,,,,,
Ryan Manning,9423,490000,"£ 490,000",D,26,Ireland,Swansea,2022-2023,championship,,,,,,,,,,
Bartosz Bialkowski,9423,490000,"£ 490,000",K,35,Poland,Millwall,2022-2023,championship,,,,,,,,,,
Jack Simpson,9423,490000,"£ 490,000",D,26,England,Cardiff,2022-2023,championship,,,,,,,,,,
Chris Basham,9423,490000,"£ 490,000",D,34,England,Sheffield United,2022-2023,championship,,,,,,,,,,
Rolando Aarons,9423,490000,"£ 490,000",F,27,Jamaica,Huddersfield,2022-2023,championship,,,,,,,,,,
Tyreece Simpson,9231,480000,"£ 480,000",F,20,England,Huddersfield,2022-2023,championship,,,,,,,,,,
Jonathan Panzo,9231,480000,"£ 480,000",D,22,England,Coventry,2022-2023,championship,,,,,,,,,,
Jake Bidwell,9231,480000,"£ 480,000",D,29,England,Coventry,2022-2023,championship,,,,,,,,,,
Sheyi Ojo,9231,480000,"£ 480,000",F,25,England,Cardiff,2022-2023,championship,,,,,,,,,,
Kevin Stewart,9038,470000,"£ 470,000",M,29,Jamaica,Blackpool,2022-2023,championship,,,,,,,,,,
Tobias Figueiredo,9038,470000,"£ 470,000",D,28,Portugal,Hull City,2022-2023,championship,,,,,,,,,,
Jamilu Collins,9038,470000,"£ 470,000",D,28,Nigeria,Cardiff,2022-2023,championship,,,,,,,,,,
Shaun Hutchinson,9038,470000,"£ 470,000",D,32,England,Millwall,2022-2023,championship,,,,,,,,,,
Harvey Vale,9038,470000,"£ 470,000",F,18,England,Hull City,2022-2023,championship,,,,,,,,,,
Cyrus Christie,9038,470000,"£ 470,000",D,30,Ireland,Hull City,2022-2023,championship,,,,,,,,,,
Anis Mehmeti,9000,468000,"£ 468,000",F,22,Albania,Bristol,2022-2023,championship,,,,,,,,,,
Domingos Quina,8654,450000,"£ 450,000",M,23,Portugal,Rotherham,2022-2023,championship,,,,,,,,,,
Nathan Baxter,8654,450000,"£ 450,000",K,24,England,Hull City,2022-2023,championship,,,,,,,,,,
Niko Hamalainen,8654,450000,"£ 450,000",D,25,Finland,QPR,2022-2023,championship,,,,,,,,,,
Greg Docherty,8500,442000,"£ 442,000",M,26,Scotland,Hull City,2022-2023,championship,,,,,,,,,,
Callum Connolly,8500,442000,"£ 442,000",M,25,England,Blackpool,2022-2023,championship,,,,,,,,,,
Darko Churlinov,8462,440000,"£ 440,000",F,22,North Macedonia,Burnley,2022-2023,championship,,,,,,,,,,
Jay Dasilva,8462,440000,"£ 440,000",D,24,England,Bristol,2022-2023,championship,,,,,,,,,,
John Ruddy,8462,440000,"£ 440,000",K,36,England,Birmingham,2022-2023,championship,,,,,,,,,,
Allan Campbell,8462,440000,"£ 440,000",M,24,Scotland,Luton Town,2022-2023,championship,,,,,,,,,,
D'Margio Wright-Phillips,8462,440000,"£ 440,000",F,20,England,Stoke City,2022-2023,championship,,,,,,,,,,
Ian Poveda,8269,430000,"£ 430,000",F,22,England,Blackpool,2022-2023,championship,,,,,,,,,,
Matty Pearson,8269,430000,"£ 430,000",D,29,England,Huddersfield,2022-2023,championship,,,,,,,,,,
Lee Nicholls,8269,430000,"£ 430,000",K,30,England,Huddersfield,2022-2023,championship,,,,,,,,,,
Tayo Edun,8269,430000,"£ 430,000",D,24,England,Blackburn,2022-2023,championship,,,,,,,,,,
Cauley Woodrow,8077,420000,"£ 420,000",F,28,England,Luton Town,2022-2023,championship,,,,,,,,,,
Connor Taylor,8077,420000,"£ 420,000",D,21,England,Stoke City,2022-2023,championship,,,,,,,,,,
Sean Maguire,8077,420000,"£ 420,000",F,28,Ireland,Preston,2022-2023,championship,,,,,,,,,,
Kortney Hause,8077,420000,"£ 420,000",D,27,England,Watford,2022-2023,championship,,,,,,,,,,
Tom Lockyer,8077,420000,"£ 420,000",D,28,Wales,Luton Town,2022-2023,championship,,,,,,,,,,
Wes Harding,8077,420000,"£ 420,000",D,26,Jamaica,Rotherham,2022-2023,championship,,,,,,,,,,
Rob Dickie,8077,420000,"£ 420,000",D,26,England,QPR,2022-2023,championship,,,,,,,,,,
Corry Evans,8077,420000,"£ 420,000",M,32,Northern Ireland,Sunderland,2022-2023,championship,,,,,,,,,,
Kenneth Paal,8077,420000,"£ 420,000",D,25,Suriname,QPR,2022-2023,championship,,,,,,,,,,
Halil Dervisoglu,8077,420000,"£ 420,000",F,23,Turkey,Burnley,2022-2023,championship,,,,,,,,,,
George Tanner,8000,416000,"£ 416,000",D,23,England,Bristol,2022-2023,championship,,,,,,,,,,
Amadou Salif Mbengue,8000,416000,"£ 416,000",D,21,Senegal,Reading,2022-2023,championship,,,,,,,,,,
Charlie Goode,8000,416000,"£ 416,000",D,27,England,Blackpool,2022-2023,championship,,,,,,,,,,
Ben Pearson,8000,416000,"£ 416,000",M,28,England,Stoke City,2022-2023,championship,,,,,,,,,,
Matheus Martins,8000,416000,"£ 416,000",F,19,Brazil,Watford,2022-2023,championship,,,,,,,,,,
Leandro Bacuna,8000,416000,"£ 416,000",M,31,Curacao,Watford,2022-2023,championship,,,,,,,,,,
Jack Whatmough,8000,416000,"£ 416,000",D,26,England,Wigan,2022-2023,championship,,,,,,,,,,
Abdul-Rahman Baba,7885,410000,"£ 410,000",D,28,Ghana,Reading,2022-2023,championship,,,,,,,,,,
Ebou Adams,7885,410000,"£ 410,000",M,27,The Gambia,Cardiff,2022-2023,championship,,,,,,,,,,
Ryan Woods,7692,400000,"£ 400,000",M,29,England,Hull City,2022-2023,championship,,,,,,,,,,
Jimmy Dunne,7692,400000,"£ 400,000",D,25,Ireland,QPR,2022-2023,championship,,,,,,,,,,
Joe Bennett,7692,400000,"£ 400,000",D,32,England,Wigan,2022-2023,championship,,,,,,,,,,
Michal Helik,7692,400000,"£ 400,000",D,27,Poland,Huddersfield,2022-2023,championship,,,,,,,,,,
John Egan,7500,390000,"£ 390,000",D,30,Ireland,Sheffield United,2022-2023,championship,,,,,,,,,,
Patrick Bauer,7500,390000,"£ 390,000",D,30,Germany,Preston,2022-2023,championship,,,,,,,,,,
Wes Foderingham,7500,390000,"£ 390,000",K,32,England,Sheffield United,2022-2023,championship,,,,,,,,,,
